cancer_rate,avg_annual_count,five_year_trend,rural_rural,rural_urban,trend_,trend_falling,trend_rising,trend_stable
441.4,227,0.3,1,0,0,0,0,1
441.4,33,0,1,0,0,0,0,1
441.3,138,1.9,1,0,0,0,1,0
441.2,72,0.6,1,0,0,0,0,1
441,136,-0.7,1,0,0,0,0,1
440.9,93,-0.6,1,0,0,0,0,1
440.9,116,0.7,1,0,0,0,0,1
440.7,53,-0.8,1,0,0,0,0,1
440.7,265,-0.4,0,1,0,0,0,1
440.6,428,-1.1,0,1,0,1,0,0
440.6,158,-0.4,1,0,0,0,0,1
440.6,121,-0.5,1,0,0,0,0,1
440.5,438,-0.5,1,0,0,0,0,1
440.5,615,-0.2,0,1,0,0,0,1
440.5,769,-0.9,1,0,0,1,0,0
440.5,304,-0.8,1,0,0,1,0,0
440.4,102,-0.2,1,0,0,0,0,1
440.3,469,-1.1,1,0,0,1,0,0
440.1,130,0.9,1,0,0,0,1,0
440.1,202,-0.2,0,1,0,0,0,1
440.1,391,-0.1,1,0,0,0,0,1
440,291,-0.6,1,0,0,0,0,1
439.8,53,0.1,1,0,0,0,0,1
439.8,49,-0.1,1,0,0,0,0,1
439.7,146,-1,1,0,0,0,0,1
439.6,994,-0.5,0,1,0,1,0,0
439.5,3425,-1,0,1,0,1,0,0
439.4,50,-5.3,0,1,0,1,0,0
439.4,71,0.8,1,0,0,0,0,1
439.4,2432,-2.6,0,1,0,1,0,0
439.1,2212,-1.1,0,1,0,1,0,0
439.1,806,-0.4,0,1,0,0,0,1
439,4120,-0.5,0,1,0,0,0,1
439,263,-0.2,1,0,0,0,0,1
438.9,38,0.5,1,0,0,0,0,1
438.9,311,-1.4,1,0,0,0,0,1
438.9,193,1.9,1,0,0,0,0,1
438.9,234,-0.6,1,0,0,0,0,1
438.9,55,0.6,0,1,0,0,0,1
438.8,52,3.3,1,0,0,0,1,0
438.8,41,-0.3,1,0,0,0,0,1
438.8,1480,2.3,0,1,0,0,0,1
438.8,125,-0.3,0,1,0,0,0,1
438.7,140,0.1,1,0,0,0,0,1
438.5,164,0.1,1,0,0,0,0,1
438.2,4485,-3.2,0,1,0,1,0,0
438.2,8939,-0.7,0,1,0,1,0,0
438.2,150,0.1,1,0,0,0,0,1
438.2,88,0.9,1,0,0,0,0,1
438.2,89,-0.6,1,0,0,0,0,1
438,1172,-0.4,0,1,0,1,0,0
438,45,0.1,1,0,0,0,0,1
437.9,594,-0.8,0,1,0,0,0,1
437.9,212,2,1,0,0,0,0,1
437.9,111,-0.1,1,0,0,0,0,1
437.8,83,0.9,1,0,0,0,0,1
437.7,401,-0.6,0,1,0,0,0,1
437.7,110,-7.1,1,0,0,1,0,0
437.7,46,-0.1,1,0,0,0,0,1
437.7,191,0.2,1,0,0,0,0,1
437.6,185,2.6,0,1,0,0,0,1
437.6,132,-0.6,1,0,0,0,0,1
437.5,33,16.2,1,0,0,0,0,1
437.3,494,-0.5,0,1,0,0,0,1
437.2,859,-1.5,0,1,0,1,0,0
437.2,862,-5.6,0,1,0,1,0,0
437.1,105,-0.6,0,1,0,0,0,1
437,939,1.6,0,1,0,0,1,0
436.8,281,0.1,1,0,0,0,0,1
436.6,100,0.2,0,1,0,0,0,1
436.6,40,-0.7,1,0,0,0,0,1
436.5,352,-0.2,0,1,0,0,0,1
436.5,239,-0.4,1,0,0,0,0,1
436.5,763,-6.1,0,1,0,1,0,0
436.4,592,-0.5,0,1,0,0,0,1
436.4,2568,-0.7,0,1,0,1,0,0
436.2,546,0.2,0,1,0,0,0,1
436.1,174,5.2,0,1,0,0,0,1
436.1,2411,-0.6,0,1,0,1,0,0
435.9,27,-1.6,1,0,0,0,0,1
435.9,215,-2,1,0,0,1,0,0
435.8,1510,-0.3,0,1,0,0,0,1
435.8,163,6.6,1,0,0,0,0,1
435.7,123,-1,1,0,0,1,0,0
435.7,242,0.2,0,1,0,0,0,1
435.7,56,-11.2,1,0,0,1,0,0
435.7,745,-0.2,0,1,0,0,0,1
435.7,150,-1.9,1,0,0,1,0,0
435.6,75,-0.7,1,0,0,0,0,1
435.6,260,-0.1,1,0,0,0,0,1
435.6,2994,1.5,0,1,0,0,0,1
435.6,248,-0.5,1,0,0,0,0,1
435.5,53,0.1,1,0,0,0,0,1
435.5,940,-1.1,0,1,0,1,0,0
435.2,249,-0.6,1,0,0,0,0,1
435,75,-0.5,0,1,0,0,0,1
434.9,65,-0.2,1,0,0,0,0,1
434.9,343,0,0,1,0,0,0,1
434.9,38,-0.7,1,0,0,0,0,1
434.9,380,-1.2,0,1,0,1,0,0
434.9,42,0.2,1,0,0,0,0,1
434.8,255,-0.7,1,0,0,0,0,1
434.8,386,-3.9,0,1,0,1,0,0
434.7,651,0.1,1,0,0,0,0,1
434.6,31,-1.8,1,0,0,1,0,0
434.5,98,0.7,0,1,0,0,0,1
434.5,49,0.2,1,0,0,0,0,1
434.5,277,-0.5,1,0,0,0,0,1
434.4,4423,1.6,0,1,0,0,0,1
434.4,2208,0.3,0,1,0,0,0,1
434.4,588,-0.5,0,1,0,0,0,1
434.3,453,-0.8,0,1,0,1,0,0
434.3,111,-1.1,1,0,0,1,0,0
434.3,345,-5.6,0,1,0,0,0,1
434.2,57,-1.1,1,0,0,0,0,1
434.2,3530,-0.8,0,1,0,1,0,0
434.1,73,0.9,1,0,0,0,0,1
434.1,1548,-0.6,0,1,0,1,0,0
434.1,108,-0.2,1,0,0,0,0,1
434.1,1975,-1.2,0,1,0,1,0,0
434.1,117,-0.4,1,0,0,0,0,1
433.9,471,-1.3,0,1,0,1,0,0
433.9,1052,0.4,0,1,0,0,1,0
433.9,486,-0.8,0,1,0,1,0,0
433.8,1423,-1,0,1,0,1,0,0
433.8,80,-1.4,1,0,0,0,0,1
433.7,298,-0.1,1,0,0,0,0,1
433.6,12,0.2,1,0,0,0,0,1
433.6,74,-0.8,0,1,0,0,0,1
433.6,1097,-0.9,0,1,0,1,0,0
433.6,122,0.3,0,1,0,0,0,1
433.6,4509,-5.8,0,1,0,1,0,0
433.5,271,-0.1,1,0,0,0,0,1
433.5,138,0.4,1,0,0,0,0,1
433.4,63,-0.1,1,0,0,0,0,1
433.2,194,-0.9,1,0,0,0,0,1
433.1,325,-1,0,1,0,1,0,0
433,276,-0.8,1,0,0,0,0,1
432.9,42,1.1,1,0,0,0,0,1
432.9,146,0.1,1,0,0,0,0,1
432.9,639,-0.8,0,1,0,1,0,0
432.7,404,-0.1,1,0,0,0,0,1
432.7,46,0.2,1,0,0,0,0,1
432.7,48,1.4,1,0,0,0,0,1
432.6,42,0.6,1,0,0,0,0,1
432.6,189,0.8,1,0,0,0,0,1
432.4,18,-1,1,0,0,0,0,1
432.4,13,-2.4,1,0,0,0,0,1
432.3,268,-0.6,1,0,0,0,0,1
432.2,295,0.9,1,0,0,0,0,1
432.2,103,-9.3,1,0,0,0,0,1
432.2,269,-0.1,1,0,0,0,0,1
432.2,60,0.3,1,0,0,0,0,1
432.2,530,-0.6,1,0,0,1,0,0
432.1,26155,-0.5,0,1,0,0,0,1
432.1,161,-1,1,0,0,1,0,0
432.1,610,-1.2,0,1,0,1,0,0
432,596,-0.7,0,1,0,1,0,0
432,3673,-0.8,0,1,0,1,0,0
432,48,0,1,0,0,0,0,1
431.9,803,-1,0,1,0,1,0,0
431.9,52,-1.3,0,1,0,0,0,1
431.8,289,-0.1,0,1,0,0,0,1
431.8,169,0.2,1,0,0,0,0,1
431.8,776,-1.1,0,1,0,1,0,0
431.8,306,-1.2,0,1,0,1,0,0
431.7,107,-2.7,1,0,0,1,0,0
431.7,219,0.6,1,0,0,0,0,1
431.7,9,-0.8,1,0,0,0,0,1
431.7,25,0.1,1,0,0,0,0,1
431.7,105,-0.3,1,0,0,0,0,1
431.6,90,-0.8,1,0,0,1,0,0
431.4,314,-0.1,1,0,0,0,0,1
431.4,67,-1.1,0,1,0,0,0,1
431.4,138,0.7,1,0,0,0,0,1
431.4,158,0,1,0,0,0,0,1
431.4,34,-0.1,1,0,0,0,0,1
431.4,494,-0.3,0,1,0,0,0,1
431.4,242,2,1,0,0,0,0,1
431.3,485,0.5,1,0,0,0,0,1
431.3,254,-7,1,0,0,1,0,0
431.3,151,-1.2,1,0,0,1,0,0
431.3,402,-0.9,1,0,0,1,0,0
431.2,414,0,1,0,0,0,0,1
431.2,115,-0.5,1,0,0,0,0,1
431.1,436,3.2,0,1,0,0,1,0
431.1,10075,-0.5,0,1,0,1,0,0
431.1,373,-0.2,0,1,0,0,0,1
430.8,104,-0.8,0,1,0,0,0,1
430.8,436,-0.8,1,0,0,1,0,0
430.7,1285,-0.6,0,1,0,0,0,1
430.7,66,0.8,1,0,0,0,0,1
430.6,950,0.5,0,1,0,0,0,1
430.6,87,-0.1,0,1,0,0,0,1
430.5,3561,-0.8,0,1,0,1,0,0
430.5,338,-0.8,1,0,0,1,0,0
430.4,1483,-1.9,0,1,0,1,0,0
430.4,200,-0.9,1,0,0,1,0,0
430.3,164,-0.9,0,1,0,0,0,1
430.3,207,0.9,1,0,0,0,1,0
430.2,41,-0.9,1,0,0,0,0,1
430.1,113,0.9,0,1,0,0,0,1
430,113,-0.1,1,0,0,0,0,1
430,50,-0.8,1,0,0,0,0,1
430,318,-0.4,1,0,0,0,0,1
430,1460,-1.1,0,1,0,1,0,0
429.9,222,-0.2,0,1,0,0,0,1
429.9,165,-0.4,1,0,0,0,0,1
429.9,101,5.8,0,1,0,0,0,1
429.8,164,-0.5,1,0,0,0,0,1
429.8,130,-0.4,1,0,0,0,0,1
429.7,467,-0.5,0,1,0,0,0,1
429.7,183,-1.4,1,0,0,1,0,0
429.6,546,-0.8,0,1,0,1,0,0
429.5,94,-0.6,1,0,0,0,0,1
429.5,10481,0,0,1,0,0,0,1
429.4,509,-1,1,0,0,1,0,0
429.4,95,-0.6,0,1,0,0,0,1
429.4,60,-0.2,1,0,0,0,0,1
429.2,15,-0.8,1,0,0,0,0,1
429.1,681,-1.4,0,1,0,1,0,0
429.1,82,-1.2,1,0,0,0,0,1
429,20,1,1,0,0,0,0,1
428.9,156,0.1,1,0,0,0,0,1
428.9,25,0,1,0,0,0,0,1
428.8,262,-0.6,1,0,0,0,0,1
428.7,47,-0.5,0,1,0,0,0,1
428.5,3004,-0.4,0,1,0,0,0,1
428.4,120,0.2,1,0,0,0,0,1
428.2,271,0.2,1,0,0,0,0,1
428.1,552,-4.1,0,1,0,1,0,0
428.1,138,-0.7,0,1,0,0,0,1
428,26,0.1,1,0,0,0,0,1
428,1331,2,0,1,0,0,1,0
427.8,438,-0.9,0,1,0,1,0,0
427.8,51,3.3,1,0,0,0,1,0
427.7,98,-0.1,1,0,0,0,0,1
427.7,122,-0.4,1,0,0,0,0,1
427.5,38,1.5,1,0,0,0,0,1
427.5,45,0.1,1,0,0,0,0,1
427.3,27,1.8,1,0,0,0,0,1
427.3,424,0,0,1,0,0,0,1
427.3,126,-0.7,1,0,0,0,0,1
427.3,8725,-0.9,0,1,0,1,0,0
427.3,144,-0.5,0,1,0,0,0,1
427.3,110,-2,1,0,0,1,0,0
427.2,2843,-3.5,0,1,0,1,0,0
427.1,97,-0.3,1,0,0,0,0,1
427.1,305,-0.8,1,0,0,1,0,0
427,120,0.3,1,0,0,0,0,1
426.8,224,-0.7,1,0,0,0,0,1
426.8,133,-2.3,1,0,0,1,0,0
426.7,3105,-0.7,0,1,0,0,0,1
426.6,245,-0.3,1,0,0,0,0,1
426.6,53,2.5,1,0,0,0,1,0
426.2,58,-1.1,0,1,0,0,0,1
426.1,15558,-0.7,0,1,0,1,0,0
426.1,221,-1.5,1,0,0,1,0,0
426,36,0,1,0,0,0,0,1
426,252,-1.6,0,1,0,1,0,0
425.9,369,-0.8,0,1,0,0,0,1
425.9,378,-0.3,0,1,0,0,0,1
425.9,46,-2.5,1,0,0,1,0,0
425.9,131,-0.6,1,0,0,0,0,1
425.7,160,-1.1,1,0,0,0,0,1
425.7,342,-0.8,0,1,0,0,0,1
425.6,393,-0.3,0,1,0,0,0,1
425.6,50,0.1,1,0,0,0,0,1
425.5,517,-1,0,1,0,1,0,0
425.5,64,-0.4,1,0,0,0,0,1
425.4,146,-0.9,1,0,0,0,0,1
425.4,83,-0.7,1,0,0,0,0,1
425.4,79,-0.2,1,0,0,0,0,1
425.3,224,-1.3,1,0,0,1,0,0
425.3,38,0.7,1,0,0,0,0,1
425.2,103,-1.7,1,0,0,1,0,0
425.2,66,-0.2,1,0,0,0,0,1
425.2,4,-1.7,1,0,0,0,0,1
425.2,52,-1.4,1,0,0,1,0,0
425.2,19,-1.6,1,0,0,0,0,1
425.1,2335,-0.9,0,1,0,1,0,0
425.1,2481,-0.8,0,1,0,1,0,0
424.9,43,2.2,1,0,0,0,1,0
424.9,1271,-1.6,0,1,0,1,0,0
424.8,51,-1.3,1,0,0,0,0,1
424.8,44,0.4,1,0,0,0,0,1
424.8,62,-0.5,1,0,0,0,0,1
424.7,106,-0.5,1,0,0,0,0,1
424.7,401,-0.5,1,0,0,0,0,1
424.7,42,0.4,1,0,0,0,0,1
424.7,1140,-6.8,0,1,0,1,0,0
424.6,27,-0.7,1,0,0,0,0,1
424.6,154,-0.2,0,1,0,0,0,1
424.6,21,-1.4,1,0,0,0,0,1
424.6,15,-1.6,1,0,0,0,0,1
424.4,320,0.2,1,0,0,0,0,1
424.4,98,0,0,1,0,0,0,1
424.2,13,0.1,1,0,0,0,0,1
424.2,91,0,1,0,0,0,0,1
424.2,1744,-2,0,1,0,1,0,0
424.1,42,-0.6,1,0,0,0,0,1
424,172,-1.2,1,0,0,1,0,0
423.8,1208,-0.8,0,1,0,1,0,0
423.8,1499,0.4,0,1,0,0,0,1
423.8,515,-0.5,1,0,0,0,0,1
423.6,88,0,1,0,0,0,0,1
423.6,2412,-0.2,0,1,0,0,0,1
423.6,194,0,1,0,0,0,0,1
423.5,9,-0.8,1,0,0,0,0,1
423.5,94,-6.5,1,0,0,1,0,0
423.5,54,-0.7,1,0,0,0,0,1
423.4,53,-0.2,1,0,0,0,0,1
423.3,339,-0.5,1,0,0,0,0,1
423.3,522,-2.6,0,1,0,1,0,0
423.3,289,0.6,1,0,0,0,0,1
423.2,226,-1.1,1,0,0,1,0,0
423.2,184,-1.3,1,0,0,0,0,1
423.1,192,-7.6,1,0,0,1,0,0
423.1,142,-0.1,1,0,0,0,0,1
423,151,-0.1,1,0,0,0,0,1
422.9,220,-1,1,0,0,1,0,0
422.7,257,-0.8,0,1,0,0,0,1
422.7,55,0,1,0,0,0,0,1
422.7,237,-0.4,0,1,0,0,0,1
422.7,53,-0.3,1,0,0,0,0,1
422.6,171,0,1,0,0,0,0,1
422.6,1694,-1.4,0,1,0,1,0,0
422.6,120,0.9,1,0,0,0,0,1
422.5,10414,-2.5,0,1,0,1,0,0
422.4,631,-1.2,0,1,0,1,0,0
422.3,6048,-1.1,0,1,0,1,0,0
422.3,457,-1.9,0,1,0,1,0,0
422.3,31,2.3,1,0,0,0,0,1
422.2,100,-2,1,0,0,0,0,1
422.2,62,-0.3,1,0,0,0,0,1
422.1,206,-0.7,0,1,0,0,0,1
422,24,0.7,1,0,0,0,0,1
421.9,125,-0.7,1,0,0,0,0,1
421.9,170,-0.2,1,0,0,0,0,1
421.9,214,-1.1,1,0,0,0,0,1
421.9,141,-0.4,1,0,0,0,0,1
421.8,3521,-1.6,0,1,0,1,0,0
421.8,201,-0.8,1,0,0,1,0,0
421.8,91,-0.1,1,0,0,0,0,1
421.7,1046,0.1,0,1,0,0,0,1
421.7,20,-1,1,0,0,0,0,1
421.7,14117,-0.3,0,1,0,0,0,1
421.7,58,-1.8,1,0,0,1,0,0
421.7,48,-0.1,1,0,0,0,0,1
421.6,48,-0.2,1,0,0,0,0,1
421.6,91,-13.3,1,0,0,1,0,0
421.5,886,0.5,0,1,0,0,0,1
421.5,163,0,1,0,0,0,0,1
421.2,92,-0.2,1,0,0,0,0,1
421.2,403,4.4,1,0,0,0,0,1
421.2,255,-0.2,0,1,0,0,0,1
421.1,52,-0.2,1,0,0,0,0,1
421.1,65,-1.4,1,0,0,1,0,0
421,62,-1.3,1,0,0,0,0,1
420.9,2733,0.7,0,1,0,0,0,1
420.9,821,-0.9,0,1,0,1,0,0
420.9,1091,-2.1,0,1,0,1,0,0
420.8,1050,-2.1,0,1,0,1,0,0
420.7,274,-0.5,1,0,0,0,0,1
420.7,1426,-3.9,0,1,0,1,0,0
420.6,1243,0.9,0,1,0,0,0,1
420.4,397,-0.6,0,1,0,0,0,1
420.4,141,-5.5,1,0,0,1,0,0
420.4,105,-0.4,1,0,0,0,0,1
420.4,85,0.5,1,0,0,0,0,1
420.2,219,-6.7,1,0,0,1,0,0
420.1,220,-1.1,1,0,0,1,0,0
419.9,70,-2.5,1,0,0,1,0,0
419.7,568,-4.8,0,1,0,1,0,0
419.7,436,-1.2,1,0,0,1,0,0
419.6,229,-0.3,0,1,0,0,0,1
419.6,464,-1,0,1,0,1,0,0
419.5,277,-0.5,1,0,0,0,0,1
419.4,66,-0.4,1,0,0,0,0,1
419.3,23,-0.8,1,0,0,0,0,1
419.2,222,0,1,0,0,0,0,1
419.2,31,0.2,1,0,0,0,0,1
419.1,42,-1,1,0,0,0,0,1
419,4761,0.8,0,1,0,0,1,0
419,112,-0.9,0,1,0,0,0,1
418.9,34,5.3,0,1,0,0,0,1
418.6,106,-0.8,1,0,0,0,0,1
418.5,15,2.2,1,0,0,0,0,1
418.3,461,-1.4,1,0,0,1,0,0
418.3,34,-0.6,1,0,0,0,0,1
418.2,52,0,1,0,0,0,0,1
418.2,18,-0.9,1,0,0,0,0,1
417.9,65,0,1,0,0,0,0,1
417.6,2281,-0.1,0,1,0,0,0,1
417.6,221,-8.5,0,1,0,1,0,0
417.5,1220,0.3,0,1,0,0,0,1
417.5,114,-0.6,1,0,0,0,0,1
417.5,253,-0.4,1,0,0,0,0,1
417.4,215,-0.7,1,0,0,0,0,1
417.3,68,-1,1,0,0,0,0,1
417.2,190,4.7,1,0,0,0,1,0
417.2,715,-0.4,0,1,0,0,0,1
417.2,64,0.2,1,0,0,0,0,1
417.1,66,0.1,1,0,0,0,0,1
417.1,229,-6.9,1,0,0,1,0,0
417.1,267,-0.7,0,1,0,0,0,1
417,5,1.1,1,0,0,0,0,1
416.9,184,-1,1,0,0,1,0,0
416.6,82,-0.8,1,0,0,0,0,1
416.5,64,0.2,1,0,0,0,0,1
416.3,6414,-1,0,1,0,1,0,0
416.2,801,2.6,0,1,0,0,0,1
416.2,62,-0.8,1,0,0,0,0,1
416.1,421,-0.6,0,1,0,0,0,1
416,335,-0.4,1,0,0,0,0,1
416,13,-0.6,0,1,0,0,0,1
416,58,-2.5,1,0,0,1,0,0
416,2671,-0.4,0,1,0,1,0,0
415.8,61,0.1,1,0,0,0,0,1
415.7,68,-1.5,1,0,0,1,0,0
415.5,22,0.6,1,0,0,0,0,1
415.5,208,-0.4,1,0,0,0,0,1
415.5,13,0.6,1,0,0,0,0,1
415.4,10,-1,1,0,0,0,0,1
415.3,141,-1.5,1,0,0,1,0,0
415.3,479,0,0,1,0,0,0,1
415.2,138,0.6,0,1,0,0,0,1
415.2,235,-1.1,1,0,0,0,0,1
415.1,130,-0.6,1,0,0,0,0,1
415.1,29,-0.2,1,0,0,0,0,1
415,1561,-0.8,0,1,0,1,0,0
415,27,-1.4,1,0,0,0,0,1
414.9,271,0.2,1,0,0,0,0,1
414.8,1103,1.2,0,1,0,0,1,0
414.7,123,0.3,1,0,0,0,0,1
414.6,68,1.6,1,0,0,0,0,1
414.5,908,0.1,0,1,0,0,0,1
414.5,1128,-1.2,0,1,0,1,0,0
414.4,37,-0.8,1,0,0,0,0,1
414.4,173,-1.1,1,0,0,0,0,1
414.3,1211,-1.5,0,1,0,1,0,0
414.2,270,-0.2,1,0,0,0,0,1
414,8022,-4.3,0,1,0,1,0,0
413.9,76,0.1,1,0,0,0,0,1
413.9,12,0,1,0,0,0,0,1
413.8,877,-0.6,0,1,0,0,0,1
413.8,97,0.7,1,0,0,0,0,1
413.7,530,-1.7,0,1,0,0,0,1
413.6,12218,-1,0,1,0,1,0,0
413.6,49,-0.6,0,1,0,0,0,1
413.6,92,-0.8,1,0,0,0,0,1
413.5,132,-0.1,1,0,0,0,0,1
413.5,357,-0.1,0,1,0,0,0,1
413.5,147,-0.6,1,0,0,0,0,1
413.4,1009,-2.4,0,1,0,0,0,1
413.3,28,1,0,1,0,0,0,1
413,52,-0.2,1,0,0,0,0,1
412.9,2300,-8.4,0,1,0,1,0,0
412.9,81,-1.1,1,0,0,0,0,1
412.8,425,-0.6,1,0,0,0,0,1
412.7,110,-6.2,0,1,0,1,0,0
412.7,53,-0.1,1,0,0,0,0,1
412.6,16,0.1,1,0,0,0,0,1
412.6,167,1.3,1,0,0,0,0,1
412.5,1282,-1.2,0,1,0,1,0,0
412.5,699,-0.8,0,1,0,1,0,0
412.3,48,-0.2,0,1,0,0,0,1
412.2,54,-0.5,1,0,0,0,0,1
412.1,1201,1.8,1,0,0,0,0,1
412,196,0.2,1,0,0,0,0,1
412,115,0.8,1,0,0,0,0,1
412,956,-1,0,1,0,1,0,0
411.9,131,-0.8,1,0,0,0,0,1
411.5,219,3.2,0,1,0,0,0,1
411.5,32,0.3,1,0,0,0,0,1
411.4,61,0.5,0,1,0,0,0,1
411.4,522,-1,0,1,0,1,0,0
411.4,95,-4.9,1,0,0,1,0,0
411.3,1321,-3.9,0,1,0,1,0,0
411.2,258,-0.8,1,0,0,1,0,0
410.9,217,-0.4,0,1,0,0,0,1
410.8,77,-8,1,0,0,1,0,0
410.7,76,-1.7,1,0,0,1,0,0
410.7,452,-0.8,1,0,0,1,0,0
410.7,147,-0.8,1,0,0,0,0,1
410.6,18,-0.4,1,0,0,0,0,1
410.5,355,-0.9,0,1,0,1,0,0
410.5,56,-0.7,0,1,0,0,0,1
410.3,139,-0.9,0,1,0,1,0,0
410.3,348,-0.8,1,0,0,0,0,1
410.2,16,-0.5,1,0,0,0,0,1
410.1,33,-0.3,1,0,0,0,0,1
410.1,319,-0.3,0,1,0,0,0,1
410,69,0.7,1,0,0,0,0,1
409.6,73,0.1,1,0,0,0,0,1
409.6,5781,-0.6,0,1,0,0,0,1
409.3,2909,-1.9,0,1,0,1,0,0
409.3,114,-0.7,1,0,0,0,0,1
409.2,849,-1,0,1,0,1,0,0
409.2,105,2.8,1,0,0,0,0,1
409.2,10,0.1,0,1,0,0,0,1
409,41,-1.8,1,0,0,0,0,1
408.8,669,-1.2,0,1,0,1,0,0
408.8,18,0.9,1,0,0,0,0,1
408.7,118,-0.2,1,0,0,0,0,1
408.6,43,0.1,1,0,0,0,0,1
408.5,369,0.5,0,1,0,0,0,1
408.5,30,1.5,1,0,0,0,0,1
408.4,87,-0.4,1,0,0,0,0,1
408.2,4092,-0.9,0,1,0,1,0,0
408.2,45,-0.1,1,0,0,0,0,1
408.2,257,1.2,0,1,0,0,1,0
408.2,7988,0.1,0,1,0,0,0,1
408.1,1757,-1.3,0,1,0,1,0,0
407.8,333,-0.7,1,0,0,0,0,1
407.8,15089,-0.7,0,1,0,1,0,0
407.8,5217,-0.6,0,1,0,1,0,0
407.7,767,-1.1,0,1,0,1,0,0
407.6,317,-0.6,0,1,0,0,0,1
407.5,51,-0.1,1,0,0,0,0,1
407.4,65,0.2,1,0,0,0,0,1
407.4,58,-1,0,1,0,0,0,1
407.3,102,0.1,1,0,0,0,0,1
407.3,86,0.1,1,0,0,0,0,1
407.2,137,0.1,1,0,0,0,0,1
407.2,72,-0.9,1,0,0,0,0,1
407.1,24,0.4,1,0,0,0,0,1
407.1,220,-3,1,0,0,1,0,0
407,61,0.7,1,0,0,0,0,1
407,554,-8.8,0,1,0,1,0,0
406.9,7111,-1.4,0,1,0,1,0,0
406.8,823,-1.1,0,1,0,1,0,0
406.8,1830,-0.5,0,1,0,1,0,0
406.8,709,1.1,0,1,0,0,0,1
406.7,213,-0.3,0,1,0,0,0,1
406.7,471,-0.2,1,0,0,0,0,1
406.7,155,-1.6,0,1,0,1,0,0
406.6,109,-0.5,1,0,0,0,0,1
406.5,73,-0.3,0,1,0,0,0,1
406.4,32,-0.7,1,0,0,0,0,1
406.4,134,1.5,1,0,0,0,1,0
406.4,228,-0.2,1,0,0,0,0,1
406.3,101,-0.6,1,0,0,0,0,1
406.3,28,6,1,0,0,0,0,1
406.3,776,-0.3,0,1,0,0,0,1
406.2,37,-0.5,1,0,0,0,0,1
406.1,182,-1,1,0,0,0,0,1
406,345,-1.2,0,1,0,0,0,1
405.7,90,-0.9,0,1,0,0,0,1
405.5,3187,-2.4,0,1,0,1,0,0
405.5,1848,-3.1,0,1,0,0,0,1
405.4,101,-0.9,1,0,0,1,0,0
405.3,4366,1,0,1,0,0,0,1
405.3,113,-1.9,1,0,0,1,0,0
405.2,23,0.7,1,0,0,0,0,1
405.2,1629,-2.5,0,1,0,1,0,0
405.2,52,-1.4,1,0,0,0,0,1
404.9,214,-1.1,0,1,0,1,0,0
404.7,550,-1.5,1,0,0,1,0,0
404.4,110,-0.6,1,0,0,0,0,1
404.2,14,4,1,0,0,0,0,1
404.1,2746,-0.8,0,1,0,1,0,0
404,17610,0.4,0,1,0,0,0,1
403.9,180,-0.5,1,0,0,0,0,1
403.9,122,-0.5,1,0,0,0,0,1
403.8,69,-1.3,1,0,0,0,0,1
403.7,77,-0.8,1,0,0,0,0,1
403.7,7,-2,1,0,0,0,0,1
403.7,18,-0.9,1,0,0,0,0,1
403.6,181,-0.3,1,0,0,0,0,1
403.4,21,-0.8,1,0,0,0,0,1
403.3,124,0,1,0,0,0,0,1
403.3,137,-7.8,1,0,0,1,0,0
403.2,83,-0.4,1,0,0,0,0,1
403.1,84,-1.2,1,0,0,1,0,0
403,47,-0.3,1,0,0,0,0,1
402.9,113,-4,1,0,0,0,0,1
402.9,127,4.3,1,0,0,0,0,1
402.9,58,-0.3,0,1,0,0,0,1
402.8,292,-0.3,1,0,0,0,0,1
402.8,455,-5.8,0,1,0,0,0,1
402.7,860,-7.4,0,1,0,1,0,0
402.7,1905,-0.7,0,1,0,1,0,0
402.6,209,-6.2,1,0,0,1,0,0
402.5,3355,-0.7,0,1,0,1,0,0
402.5,179,-1.8,1,0,0,1,0,0
402.3,85,-1.6,1,0,0,1,0,0
402,47,-0.1,1,0,0,0,0,1
401.9,5,1.8,1,0,0,0,0,1
401.9,2920,-0.9,0,1,0,1,0,0
401.8,63,0.2,1,0,0,0,0,1
401.8,168,-1.3,0,1,0,1,0,0
401.7,31,0.7,1,0,0,0,0,1
400.9,708,-1.3,1,0,0,1,0,0
400.5,323,0.1,1,0,0,0,0,1
400.4,4,-999,1,0,1,0,0,0
400.4,18,0,1,0,0,0,0,1
400.4,110,-0.6,1,0,0,0,0,1
400.4,492,-1.2,0,1,0,0,0,1
400.1,31,-0.1,1,0,0,0,0,1
400.1,145,-7.3,1,0,0,0,0,1
400.1,18,-1.9,1,0,0,0,0,1
400,87,-1.3,1,0,0,0,0,1
400,38,1.1,1,0,0,0,0,1
400,20,0.6,1,0,0,0,0,1
399.8,239,-1,1,0,0,0,0,1
399.5,316,-0.8,1,0,0,1,0,0
399.4,53,-0.3,1,0,0,0,0,1
399.4,25,-0.5,1,0,0,0,0,1
399.4,311,-1.1,0,1,0,1,0,0
399.3,18,-0.2,1,0,0,0,0,1
399.2,112,-0.4,1,0,0,0,0,1
399.2,11652,0,0,1,0,0,0,1
399.1,185,-7.8,1,0,0,0,0,1
399,131,0.7,0,1,0,0,0,1
398.8,3757,-1.3,0,1,0,1,0,0
398.8,432,1,0,1,0,0,1,0
398.8,22,-11.9,1,0,0,1,0,0
398.7,34,-1.2,1,0,0,0,0,1
398.6,1478,-1,0,1,0,1,0,0
