"Disease","County","Year","Sex","Cases","Population","Rate","Lower_95__CI","Upper_95__CI"
Dengue Virus Infection,Alpine,2015,Male,0,590,-,0.000,623.283
Dengue Virus Infection,Alpine,2015,Total,0,1201,-,0.000,306.679
Dengue Virus Infection,Alpine,2016,Female,0,564,-,0.000,651.922
Dengue Virus Infection,Alpine,2016,Male,0,587,-,0.000,626.459
Dengue Virus Infection,Alpine,2016,Total,0,1207,-,0.000,305.157
Dengue Virus Infection,Alpine,2017,Female,0,563,-,0.000,653.077
Dengue Virus Infection,Alpine,2017,Male,0,583,-,0.000,630.743
Dengue Virus Infection,Alpine,2017,Total,0,1211,-,0.000,304.151
Dengue Virus Infection,Alpine,2018,Female,0,563,-,0.000,653.077
Dengue Virus Infection,Alpine,2018,Male,0,572,-,0.000,642.834
Dengue Virus Infection,Alpine,2018,Total,0,1208,-,0.000,304.905
Dengue Virus Infection,Alpine,2019,Female,0,554,-,0.000,663.651
Dengue Virus Infection,Alpine,2019,Male,0,569,-,0.000,646.212
Dengue Virus Infection,Alpine,2019,Total,0,1205,-,0.000,305.663
Dengue Virus Infection,Alpine,2020,Female,0,548,-,0.000,670.893
Dengue Virus Infection,Alpine,2020,Male,0,567,-,0.000,648.484
Dengue Virus Infection,Alpine,2020,Total,0,1201,-,0.000,306.679
Dengue Virus Infection,Alpine,2021,Female,0,564,-,0.000,651.922
Dengue Virus Infection,Alpine,2021,Male,0,569,-,0.000,646.212
Dengue Virus Infection,Alpine,2021,Total,0,1181,-,0.000,311.865
Dengue Virus Infection,Alpine,2022,Female,0,576,-,0.000,638.384
Dengue Virus Infection,Alpine,2022,Male,0,563,-,0.000,653.077
Dengue Virus Infection,Alpine,2022,Total,0,1175,-,0.000,313.455
Dengue Virus Infection,Amador,2001,Female,0,16101,-,0.000,22.908
Dengue Virus Infection,Amador,2001,Male,0,19683,-,0.000,18.740
Dengue Virus Infection,Amador,2001,Total,0,35784,-,0.000,10.308
Dengue Virus Infection,Amador,2002,Female,0,16416,-,0.000,22.468
Dengue Virus Infection,Amador,2002,Male,0,20119,-,0.000,18.334
Dengue Virus Infection,Amador,2002,Total,0,36535,-,0.000,10.096
Dengue Virus Infection,Amador,2003,Female,0,16572,-,0.000,22.257
Dengue Virus Infection,Amador,2003,Male,0,20204,-,0.000,18.257
Dengue Virus Infection,Amador,2003,Total,0,36776,-,0.000,10.030
Dengue Virus Infection,Amador,2004,Female,0,16732,-,0.000,22.045
Dengue Virus Infection,Amador,2004,Male,0,20415,-,0.000,18.068
Dengue Virus Infection,Amador,2004,Total,0,37147,-,0.000,9.930
Dengue Virus Infection,Amador,2005,Female,0,16990,-,0.000,21.709
Dengue Virus Infection,Amador,2005,Male,0,20732,-,0.000,17.792
Dengue Virus Infection,Amador,2005,Total,0,37722,-,0.000,9.779
Dengue Virus Infection,Amador,2006,Female,0,17119,-,0.000,21.546
Dengue Virus Infection,Amador,2006,Male,0,20845,-,0.000,17.695
Dengue Virus Infection,Amador,2006,Total,0,37964,-,0.000,9.716
Dengue Virus Infection,Amador,2007,Female,0,17207,-,0.000,21.436
Dengue Virus Infection,Amador,2007,Male,0,20878,-,0.000,17.667
Dengue Virus Infection,Amador,2007,Total,0,38085,-,0.000,9.685
Dengue Virus Infection,Amador,2008,Female,0,17163,-,0.000,21.491
Dengue Virus Infection,Amador,2008,Male,0,20701,-,0.000,17.818
Dengue Virus Infection,Amador,2008,Total,0,37864,-,0.000,9.742
Dengue Virus Infection,Amador,2009,Female,0,17197,-,0.000,21.448
Dengue Virus Infection,Amador,2009,Male,0,20708,-,0.000,17.813
Dengue Virus Infection,Amador,2009,Total,0,37905,-,0.000,9.731
Dengue Virus Infection,Amador,2010,Female,,17342,SC,,
Dengue Virus Infection,Amador,2010,Male,,20749,SC,,
Dengue Virus Infection,Amador,2010,Total,1,38091,2.625*,0.066,14.626
Dengue Virus Infection,Amador,2011,Female,0,16963,-,0.000,21.744
Dengue Virus Infection,Amador,2011,Male,0,19981,-,0.000,18.460
Dengue Virus Infection,Amador,2011,Total,0,37122,-,0.000,9.937
Dengue Virus Infection,Amador,2012,Female,0,17031,-,0.000,21.657
Dengue Virus Infection,Amador,2012,Male,0,19551,-,0.000,18.866
Dengue Virus Infection,Amador,2012,Total,0,36903,-,0.000,9.996
Dengue Virus Infection,Amador,2013,Female,0,16855,-,0.000,21.884
Dengue Virus Infection,Amador,2013,Male,0,19243,-,0.000,19.168
Dengue Virus Infection,Amador,2013,Total,0,36561,-,0.000,10.089
Dengue Virus Infection,Amador,2014,Female,,16922,SC,,
Dengue Virus Infection,Amador,2014,Male,,19402,SC,,
Dengue Virus Infection,Amador,2014,Total,1,36930,2.708*,0.069,15.086
Dengue Virus Infection,Amador,2015,Female,0,16892,-,0.000,21.836
Dengue Virus Infection,Amador,2015,Male,0,19276,-,0.000,19.135
Dengue Virus Infection,Amador,2015,Total,0,36905,-,0.000,9.995
Dengue Virus Infection,Amador,2016,Female,0,16954,-,0.000,21.756
Dengue Virus Infection,Amador,2016,Male,0,19680,-,0.000,18.743
Dengue Virus Infection,Amador,2016,Total,0,37929,-,0.000,9.725
Dengue Virus Infection,Amador,2017,Female,0,17205,-,0.000,21.438
Dengue Virus Infection,Amador,2017,Male,0,19920,-,0.000,18.517
Dengue Virus Infection,Amador,2017,Total,0,38549,-,0.000,9.569
Dengue Virus Infection,Amador,2018,Female,0,17189,-,0.000,21.458
Dengue Virus Infection,Amador,2018,Male,0,20586,-,0.000,17.918
Dengue Virus Infection,Amador,2018,Total,0,40038,-,0.000,9.213
Dengue Virus Infection,Amador,2019,Female,0,17147,-,0.000,21.511
Dengue Virus Infection,Amador,2019,Male,0,20577,-,0.000,17.926
Dengue Virus Infection,Amador,2019,Total,0,40279,-,0.000,9.158
Dengue Virus Infection,Amador,2020,Female,0,17099,-,0.000,21.571
Dengue Virus Infection,Amador,2020,Male,0,20478,-,0.000,18.012
Dengue Virus Infection,Amador,2020,Total,0,40446,-,0.000,9.120
Dengue Virus Infection,Amador,2021,Female,0,17340,-,0.000,21.272
Dengue Virus Infection,Amador,2021,Male,0,20646,-,0.000,17.866
Dengue Virus Infection,Amador,2021,Total,0,40222,-,0.000,9.171
Dengue Virus Infection,Amador,2022,Female,0,17429,-,0.000,21.163
Dengue Virus Infection,Amador,2022,Male,0,20732,-,0.000,17.792
Dengue Virus Infection,Amador,2022,Total,0,40052,-,0.000,9.210
Dengue Virus Infection,Butte,2001,Female,0,104697,-,0.000,3.523
Dengue Virus Infection,Butte,2001,Male,0,101033,-,0.000,3.651
Dengue Virus Infection,Butte,2001,Total,0,205730,-,0.000,1.793
Dengue Virus Infection,Butte,2002,Female,0,105823,-,0.000,3.486
Dengue Virus Infection,Butte,2002,Male,0,102331,-,0.000,3.605
Dengue Virus Infection,Butte,2002,Total,0,208154,-,0.000,1.772
Dengue Virus Infection,Butte,2003,Female,0,106998,-,0.000,3.448
Dengue Virus Infection,Butte,2003,Male,0,103625,-,0.000,3.560
Dengue Virus Infection,Butte,2003,Total,0,210623,-,0.000,1.751
Dengue Virus Infection,Butte,2004,Female,0,107746,-,0.000,3.424
Dengue Virus Infection,Butte,2004,Male,0,104466,-,0.000,3.531
Dengue Virus Infection,Butte,2004,Total,0,212212,-,0.000,1.738
Dengue Virus Infection,Butte,2005,Female,0,108417,-,0.000,3.402
Dengue Virus Infection,Butte,2005,Male,0,105281,-,0.000,3.504
Dengue Virus Infection,Butte,2005,Total,0,213698,-,0.000,1.726
Dengue Virus Infection,Butte,2006,Female,0,109338,-,0.000,3.374
Dengue Virus Infection,Butte,2006,Male,0,106346,-,0.000,3.469
Dengue Virus Infection,Butte,2006,Total,0,215684,-,0.000,1.710
Dengue Virus Infection,Butte,2007,Female,0,110027,-,0.000,3.353
Dengue Virus Infection,Butte,2007,Male,0,107088,-,0.000,3.445
Dengue Virus Infection,Butte,2007,Total,0,217115,-,0.000,1.699
Dengue Virus Infection,Butte,2008,Female,0,110685,-,0.000,3.333
Dengue Virus Infection,Butte,2008,Male,0,107800,-,0.000,3.422
Dengue Virus Infection,Butte,2008,Total,0,218485,-,0.000,1.688
Dengue Virus Infection,Butte,2009,Female,0,110967,-,0.000,3.324
Dengue Virus Infection,Butte,2009,Male,0,108320,-,0.000,3.405
Dengue Virus Infection,Butte,2009,Total,0,219287,-,0.000,1.682
Dengue Virus Infection,Butte,2010,Female,0,111069,-,0.000,3.321
Dengue Virus Infection,Butte,2010,Male,0,108931,-,0.000,3.386
Dengue Virus Infection,Butte,2010,Total,0,220000,-,0.000,1.677
Dengue Virus Infection,Butte,2011,Female,0,111199,-,0.000,3.317
Dengue Virus Infection,Butte,2011,Male,0,109663,-,0.000,3.364
Dengue Virus Infection,Butte,2011,Total,0,222149,-,0.000,1.661
Dengue Virus Infection,Butte,2012,Female,0,111662,-,0.000,3.304
Dengue Virus Infection,Butte,2012,Male,0,110334,-,0.000,3.343
Dengue Virus Infection,Butte,2012,Total,0,224316,-,0.000,1.644
Dengue Virus Infection,Butte,2013,Female,0,111693,-,0.000,3.303
Dengue Virus Infection,Butte,2013,Male,1,110501,0.905*,0.023,5.042
Dengue Virus Infection,Butte,2013,Total,1,225544,0.443*,0.011,2.470
Dengue Virus Infection,Butte,2014,Female,1,112219,0.891*,0.023,4.965
Dengue Virus Infection,Butte,2014,Male,0,111230,-,0.000,3.316
Dengue Virus Infection,Butte,2014,Total,1,227830,0.439*,0.011,2.446
Dengue Virus Infection,Butte,2015,Female,0,112414,-,0.000,3.281
Dengue Virus Infection,Butte,2015,Male,0,111609,-,0.000,3.305
Dengue Virus Infection,Butte,2015,Total,0,229359,-,0.000,1.608
Dengue Virus Infection,Butte,2016,Female,0,112491,-,0.000,3.279
Dengue Virus Infection,Butte,2016,Male,0,111895,-,0.000,3.297
Dengue Virus Infection,Butte,2016,Total,0,230681,-,0.000,1.599
Dengue Virus Infection,Butte,2017,Female,0,113062,-,0.000,3.263
Dengue Virus Infection,Butte,2017,Male,1,112772,0.887*,0.022,4.941
Dengue Virus Infection,Butte,2017,Total,1,233080,0.429*,0.011,2.390
Dengue Virus Infection,Butte,2018,Female,0,113297,-,0.000,3.256
Dengue Virus Infection,Butte,2018,Male,0,113143,-,0.000,3.260
Dengue Virus Infection,Butte,2018,Total,0,234627,-,0.000,1.572
Dengue Virus Infection,Butte,2019,Female,0,107272,-,0.000,3.439
Dengue Virus Infection,Butte,2019,Male,2,107260,1.865*,0.226,6.736
Dengue Virus Infection,Butte,2019,Total,2,226714,0.882*,0.107,3.187
Dengue Virus Infection,Butte,2020,Female,0,103114,-,0.000,3.577
Dengue Virus Infection,Butte,2020,Male,0,103248,-,0.000,3.573
Dengue Virus Infection,Butte,2020,Total,0,210426,-,0.000,1.753
Dengue Virus Infection,Butte,2021,Female,0,113312,-,0.000,3.255
Dengue Virus Infection,Butte,2021,Male,0,113598,-,0.000,3.247
Dengue Virus Infection,Butte,2021,Total,0,206694,-,0.000,1.785
Dengue Virus Infection,Butte,2022,Female,0,113537,-,0.000,3.249
Dengue Virus Infection,Butte,2022,Male,0,114199,-,0.000,3.230
Dengue Virus Infection,Butte,2022,Total,0,206932,-,0.000,1.783
Dengue Virus Infection,Calaveras,2001,Female,0,20794,-,0.000,17.738
Dengue Virus Infection,Calaveras,2001,Male,0,20634,-,0.000,17.876
Dengue Virus Infection,Calaveras,2001,Total,0,41428,-,0.000,8.904
Dengue Virus Infection,Calaveras,2002,Female,0,21136,-,0.000,17.452
Dengue Virus Infection,Calaveras,2002,Male,0,20983,-,0.000,17.579
Dengue Virus Infection,Calaveras,2002,Total,0,42119,-,0.000,8.758
Dengue Virus Infection,Calaveras,2003,Female,0,21655,-,0.000,17.033
Dengue Virus Infection,Calaveras,2003,Male,0,21531,-,0.000,17.132
Dengue Virus Infection,Calaveras,2003,Total,0,43186,-,0.000,8.541
Dengue Virus Infection,Calaveras,2004,Female,0,22015,-,0.000,16.755
Dengue Virus Infection,Calaveras,2004,Male,0,21909,-,0.000,16.836
Dengue Virus Infection,Calaveras,2004,Total,0,43924,-,0.000,8.398
Dengue Virus Infection,Calaveras,2005,Female,0,22427,-,0.000,16.447
Dengue Virus Infection,Calaveras,2005,Male,0,22346,-,0.000,16.507
Dengue Virus Infection,Calaveras,2005,Total,0,44773,-,0.000,8.239
Dengue Virus Infection,Calaveras,2006,Female,0,22693,-,0.000,16.254
Dengue Virus Infection,Calaveras,2006,Male,0,22623,-,0.000,16.305
Dengue Virus Infection,Calaveras,2006,Total,0,45316,-,0.000,8.140
Dengue Virus Infection,Calaveras,2007,Female,0,22842,-,0.000,16.148
Dengue Virus Infection,Calaveras,2007,Male,0,22796,-,0.000,16.181
Dengue Virus Infection,Calaveras,2007,Total,0,45638,-,0.000,8.083
Dengue Virus Infection,Calaveras,2008,Female,0,22864,-,0.000,16.133
Dengue Virus Infection,Calaveras,2008,Male,0,22838,-,0.000,16.151
Dengue Virus Infection,Calaveras,2008,Total,0,45702,-,0.000,8.071
Dengue Virus Infection,Calaveras,2009,Female,0,22797,-,0.000,16.180
Dengue Virus Infection,Calaveras,2009,Male,0,22765,-,0.000,16.203
Dengue Virus Infection,Calaveras,2009,Total,0,45562,-,0.000,8.096
Dengue Virus Infection,Calaveras,2010,Female,0,22756,-,0.000,16.209
Dengue Virus Infection,Calaveras,2010,Male,0,22822,-,0.000,16.162
Dengue Virus Infection,Calaveras,2010,Total,0,45578,-,0.000,8.093
Dengue Virus Infection,Calaveras,2011,Female,0,22647,-,0.000,16.287
Dengue Virus Infection,Calaveras,2011,Male,0,22752,-,0.000,16.212
Dengue Virus Infection,Calaveras,2011,Total,0,45519,-,0.000,8.104
Dengue Virus Infection,Calaveras,2012,Female,0,22623,-,0.000,16.305
Dengue Virus Infection,Calaveras,2012,Male,0,22673,-,0.000,16.269
Dengue Virus Infection,Calaveras,2012,Total,0,45512,-,0.000,8.105
Dengue Virus Infection,Calaveras,2013,Female,0,22497,-,0.000,16.396
Dengue Virus Infection,Calaveras,2013,Male,0,22620,-,0.000,16.307
Dengue Virus Infection,Calaveras,2013,Total,0,45429,-,0.000,8.120
Dengue Virus Infection,Calaveras,2014,Female,0,22477,-,0.000,16.410
Dengue Virus Infection,Calaveras,2014,Male,0,22537,-,0.000,16.367
Dengue Virus Infection,Calaveras,2014,Total,0,45423,-,0.000,8.121
Dengue Virus Infection,Calaveras,2015,Female,0,22447,-,0.000,16.432
Dengue Virus Infection,Calaveras,2015,Male,0,22460,-,0.000,16.423
Dengue Virus Infection,Calaveras,2015,Total,0,45414,-,0.000,8.122
Dengue Virus Infection,Calaveras,2016,Female,0,22397,-,0.000,16.469
Dengue Virus Infection,Calaveras,2016,Male,0,22366,-,0.000,16.492
Dengue Virus Infection,Calaveras,2016,Total,0,45365,-,0.000,8.131
Dengue Virus Infection,Calaveras,2017,Female,0,22374,-,0.000,16.486
Dengue Virus Infection,Calaveras,2017,Male,0,22282,-,0.000,16.554
Dengue Virus Infection,Calaveras,2017,Total,0,45354,-,0.000,8.133
Dengue Virus Infection,Calaveras,2018,Female,0,22361,-,0.000,16.496
Dengue Virus Infection,Calaveras,2018,Male,0,22211,-,0.000,16.607
Dengue Virus Infection,Calaveras,2018,Total,0,45365,-,0.000,8.131
Dengue Virus Infection,Calaveras,2019,Female,0,22293,-,0.000,16.546
Dengue Virus Infection,Calaveras,2019,Male,0,22110,-,0.000,16.683
Dengue Virus Infection,Calaveras,2019,Total,0,45285,-,0.000,8.146
Dengue Virus Infection,Calaveras,2020,Female,0,22244,-,0.000,16.582
Dengue Virus Infection,Calaveras,2020,Male,0,22042,-,0.000,16.734
Dengue Virus Infection,Calaveras,2020,Total,0,45277,-,0.000,8.147
Dengue Virus Infection,Calaveras,2021,Female,0,22176,-,0.000,16.633
Dengue Virus Infection,Calaveras,2021,Male,0,21977,-,0.000,16.784
Dengue Virus Infection,Calaveras,2021,Total,0,45013,-,0.000,8.195
Dengue Virus Infection,Calaveras,2022,Female,0,22255,-,0.000,16.574
Dengue Virus Infection,Calaveras,2022,Male,0,21895,-,0.000,16.847
Dengue Virus Infection,Calaveras,2022,Total,0,44833,-,0.000,8.228
Dengue Virus Infection,California,2001,Female,12,17339700,0.069*,0.036,0.121
Dengue Virus Infection,California,2001,Male,14,17173042,0.082*,0.045,0.137
Dengue Virus Infection,California,2001,Total,26,34512742,0.075,0.049,0.110
Dengue Virus Infection,California,2002,Female,0,17554666,-,0.000,0.021
Dengue Virus Infection,California,2002,Male,2,17383624,0.012*,0.001,0.042
Dengue Virus Infection,California,2002,Total,2,34938290,0.006*,0.001,0.021
Dengue Virus Infection,California,2003,Female,4,17782868,0.022*,0.006,0.058
Dengue Virus Infection,California,2003,Male,3,17606060,0.017*,0.004,0.050
Dengue Virus Infection,California,2003,Total,7,35388928,0.020*,0.008,0.041
Dengue Virus Infection,California,2004,Female,1,17968347,0.006*,0.000,0.031
Dengue Virus Infection,California,2004,Male,0,17784418,-,0.000,0.021
Dengue Virus Infection,California,2004,Total,1,35752765,0.003*,0.000,0.016
Dengue Virus Infection,California,2005,Female,6,18087299,0.033*,0.012,0.072
Dengue Virus Infection,California,2005,Male,5,17898283,0.028*,0.009,0.065
Dengue Virus Infection,California,2005,Total,11,35985582,0.031*,0.015,0.055
Dengue Virus Infection,California,2006,Female,4,18219378,0.022*,0.006,0.056
Dengue Virus Infection,California,2006,Male,5,18027444,0.028*,0.009,0.065
Dengue Virus Infection,California,2006,Total,9,36246822,0.025*,0.011,0.047
Dengue Virus Infection,California,2007,Female,4,18372905,0.022*,0.006,0.056
Dengue Virus Infection,California,2007,Male,6,18179624,0.033*,0.012,0.072
Dengue Virus Infection,California,2007,Total,10,36552529,0.027*,0.013,0.050
Dengue Virus Infection,California,2008,Female,5,18525551,0.027*,0.009,0.063
Dengue Virus Infection,California,2008,Male,3,18330671,0.016*,0.003,0.048
Dengue Virus Infection,California,2008,Total,8,36856222,0.022*,0.009,0.043
Dengue Virus Infection,California,2009,Female,18,18632980,0.097*,0.057,0.153
Dengue Virus Infection,California,2009,Male,18,18444224,0.098*,0.058,0.154
Dengue Virus Infection,California,2009,Total,36,37077204,0.097,0.068,0.134
Dengue Virus Infection,California,2010,Female,41,18736126,0.219,0.157,0.297
Dengue Virus Infection,California,2010,Male,37,18517830,0.200,0.141,0.275
Dengue Virus Infection,California,2010,Total,78,37253956,0.209,0.166,0.261
Dengue Virus Infection,California,2011,Female,24,18947379,0.127,0.081,0.188
Dengue Virus Infection,California,2011,Male,18,18774089,0.096*,0.057,0.152
Dengue Virus Infection,California,2011,Total,42,37703593,0.111,0.080,0.151
Dengue Virus Infection,California,2012,Female,42,19126408,0.220,0.158,0.297
Dengue Virus Infection,California,2012,Male,46,18961601,0.243,0.178,0.324
Dengue Virus Infection,California,2012,Total,88,38055785,0.231,0.185,0.285
Dengue Virus Infection,California,2013,Female,54,19265658,0.280,0.211,0.366
Dengue Virus Infection,California,2013,Male,71,19123516,0.371,0.290,0.468
Dengue Virus Infection,California,2013,Total,126,38342642,0.329,0.274,0.391
Dengue Virus Infection,California,2014,Female,65,19414008,0.335,0.258,0.427
Dengue Virus Infection,California,2014,Male,65,19291634,0.337,0.260,0.429
Dengue Virus Infection,California,2014,Total,130,38644802,0.336,0.281,0.399
Dengue Virus Infection,California,2015,Female,83,19556518,0.424,0.338,0.526
Dengue Virus Infection,California,2015,Male,61,19450603,0.314,0.240,0.403
Dengue Virus Infection,California,2015,Total,144,38913507,0.370,0.312,0.436
Dengue Virus Infection,California,2016,Female,107,19673910,0.544,0.446,0.657
Dengue Virus Infection,California,2016,Male,92,19580429,0.470,0.379,0.576
Dengue Virus Infection,California,2016,Total,201,39127855,0.514,0.445,0.590
Dengue Virus Infection,California,2017,Female,67,19785886,0.339,0.262,0.430
Dengue Virus Infection,California,2017,Male,65,19702544,0.330,0.255,0.420
Dengue Virus Infection,California,2017,Total,132,39328926,0.336,0.281,0.398
Dengue Virus Infection,California,2018,Female,51,19870897,0.257,0.191,0.337
Dengue Virus Infection,California,2018,Male,56,19799452,0.283,0.214,0.367
Dengue Virus Infection,California,2018,Total,107,39476064,0.271,0.222,0.328
Dengue Virus Infection,California,2019,Female,144,19914771,0.723,0.610,0.851
Dengue Virus Infection,California,2019,Male,122,19846424,0.615,0.510,0.734
Dengue Virus Infection,California,2019,Total,266,39529566,0.673,0.594,0.759
Dengue Virus Infection,California,2020,Female,45,19930863,0.226,0.165,0.302
Dengue Virus Infection,California,2020,Male,39,19851556,0.196,0.140,0.269
Dengue Virus Infection,California,2020,Total,84,39520071,0.213,0.170,0.263
Dengue Virus Infection,California,2021,Female,9,20015046,0.045*,0.021,0.085
Dengue Virus Infection,California,2021,Male,25,19938223,0.125,0.081,0.185
Dengue Virus Infection,California,2021,Total,34,39239553,0.087,0.060,0.121
Dengue Virus Infection,California,2022,Female,56,20104681,0.279,0.210,0.362
Dengue Virus Infection,California,2022,Male,70,20041322,0.349,0.272,0.441
Dengue Virus Infection,California,2022,Total,127,39028571,0.325,0.271,0.387
Dengue Virus Infection,Colusa,2001,Female,0,9370,-,0.000,39.361
Dengue Virus Infection,Colusa,2001,Male,0,9698,-,0.000,38.031
Dengue Virus Infection,Colusa,2001,Total,0,19068,-,0.000,19.344
Dengue Virus Infection,Colusa,2002,Female,0,9515,-,0.000,38.761
Dengue Virus Infection,Colusa,2002,Male,0,9876,-,0.000,37.346
Dengue Virus Infection,Colusa,2002,Total,0,19391,-,0.000,19.022
Dengue Virus Infection,Colusa,2003,Female,0,9661,-,0.000,38.175
Dengue Virus Infection,Colusa,2003,Male,0,10024,-,0.000,36.794
Dengue Virus Infection,Colusa,2003,Total,0,19685,-,0.000,18.738
Dengue Virus Infection,Colusa,2004,Female,0,9891,-,0.000,37.288
Dengue Virus Infection,Colusa,2004,Male,0,10293,-,0.000,35.833
Dengue Virus Infection,Colusa,2004,Total,0,20184,-,0.000,18.275
Dengue Virus Infection,Colusa,2005,Female,0,10072,-,0.000,36.619
Dengue Virus Infection,Colusa,2005,Male,0,10493,-,0.000,35.149
Dengue Virus Infection,Colusa,2005,Total,0,20565,-,0.000,17.936
Dengue Virus Infection,Colusa,2006,Female,0,10228,-,0.000,36.061
Dengue Virus Infection,Colusa,2006,Male,0,10665,-,0.000,34.582
Dengue Virus Infection,Colusa,2006,Total,0,20893,-,0.000,17.654
Dengue Virus Infection,Colusa,2007,Female,0,10337,-,0.000,35.680
Dengue Virus Infection,Colusa,2007,Male,0,10782,-,0.000,34.207
Dengue Virus Infection,Colusa,2007,Total,0,21119,-,0.000,17.466
Dengue Virus Infection,Colusa,2008,Female,0,10363,-,0.000,35.589
Dengue Virus Infection,Colusa,2008,Male,0,10809,-,0.000,34.123
Dengue Virus Infection,Colusa,2008,Total,0,21172,-,0.000,17.422
Dengue Virus Infection,Colusa,2009,Female,0,10373,-,0.000,35.557
Dengue Virus Infection,Colusa,2009,Male,0,10897,-,0.000,33.845
Dengue Virus Infection,Colusa,2009,Total,0,21270,-,0.000,17.342
Dengue Virus Infection,Colusa,2010,Female,,10407,SC,,
Dengue Virus Infection,Colusa,2010,Male,,11012,SC,,
Dengue Virus Infection,Colusa,2010,Total,1,21419,4.669*,0.118,26.010
Dengue Virus Infection,Colusa,2011,Female,0,10393,-,0.000,35.488
Dengue Virus Infection,Colusa,2011,Male,0,10999,-,0.000,33.533
Dengue Virus Infection,Colusa,2011,Total,0,21356,-,0.000,17.272
Dengue Virus Infection,Colusa,2012,Female,0,10438,-,0.000,35.335
Dengue Virus Infection,Colusa,2012,Male,0,11033,-,0.000,33.429
Dengue Virus Infection,Colusa,2012,Total,0,21406,-,0.000,17.231
Dengue Virus Infection,Colusa,2013,Female,0,10461,-,0.000,35.257
Dengue Virus Infection,Colusa,2013,Male,0,11096,-,0.000,33.240
Dengue Virus Infection,Colusa,2013,Total,0,21464,-,0.000,17.185
Dengue Virus Infection,Colusa,2014,Female,0,10447,-,0.000,35.304
Dengue Virus Infection,Colusa,2014,Male,0,11089,-,0.000,33.261
Dengue Virus Infection,Colusa,2014,Total,0,21414,-,0.000,17.225
Dengue Virus Infection,Colusa,2015,Female,0,10497,-,0.000,35.136
Dengue Virus Infection,Colusa,2015,Male,0,11115,-,0.000,33.183
Dengue Virus Infection,Colusa,2015,Total,0,21455,-,0.000,17.192
Dengue Virus Infection,Colusa,2016,Female,0,10604,-,0.000,34.782
Dengue Virus Infection,Colusa,2016,Male,0,11266,-,0.000,32.738
Dengue Virus Infection,Colusa,2016,Total,0,21677,-,0.000,17.016
Dengue Virus Infection,Colusa,2017,Female,0,10694,-,0.000,34.489
Dengue Virus Infection,Colusa,2017,Male,0,11327,-,0.000,32.562
Dengue Virus Infection,Colusa,2017,Total,0,21792,-,0.000,16.926
Dengue Virus Infection,Colusa,2018,Female,0,10648,-,0.000,34.638
Dengue Virus Infection,Colusa,2018,Male,0,11310,-,0.000,32.611
Dengue Virus Infection,Colusa,2018,Total,0,21690,-,0.000,17.006
Dengue Virus Infection,Colusa,2019,Female,0,10687,-,0.000,34.511
Dengue Virus Infection,Colusa,2019,Male,0,11358,-,0.000,32.473
Dengue Virus Infection,Colusa,2019,Total,0,21745,-,0.000,16.963
Dengue Virus Infection,Colusa,2020,Female,0,10736,-,0.000,34.354
Dengue Virus Infection,Colusa,2020,Male,0,11339,-,0.000,32.527
Dengue Virus Infection,Colusa,2020,Total,0,21777,-,0.000,16.938
Dengue Virus Infection,Colusa,2021,Female,0,11100,-,0.000,33.228
Dengue Virus Infection,Colusa,2021,Male,0,11686,-,0.000,31.562
Dengue Virus Infection,Colusa,2021,Total,0,21867,-,0.000,16.868
Dengue Virus Infection,Colusa,2022,Female,0,11120,-,0.000,33.168
Dengue Virus Infection,Colusa,2022,Male,0,11752,-,0.000,31.384
Dengue Virus Infection,Colusa,2022,Total,0,21923,-,0.000,16.825
Dengue Virus Infection,Contra Costa,2001,Female,0,497442,-,0.000,0.742
Dengue Virus Infection,Contra Costa,2001,Male,0,473054,-,0.000,0.780
Dengue Virus Infection,Contra Costa,2001,Total,0,970496,-,0.000,0.380
Dengue Virus Infection,Contra Costa,2002,Female,0,501572,-,0.000,0.735
Dengue Virus Infection,Contra Costa,2002,Male,0,477223,-,0.000,0.773
Dengue Virus Infection,Contra Costa,2002,Total,0,978795,-,0.000,0.377
Dengue Virus Infection,Contra Costa,2003,Female,0,507028,-,0.000,0.728
Dengue Virus Infection,Contra Costa,2003,Male,0,482677,-,0.000,0.764
Dengue Virus Infection,Contra Costa,2003,Total,0,989705,-,0.000,0.373
Dengue Virus Infection,Contra Costa,2004,Female,0,511239,-,0.000,0.722
Dengue Virus Infection,Contra Costa,2004,Male,0,486962,-,0.000,0.758
Dengue Virus Infection,Contra Costa,2004,Total,0,998201,-,0.000,0.370
Dengue Virus Infection,Contra Costa,2005,Female,1,514168,0.194*,0.005,1.084
Dengue Virus Infection,Contra Costa,2005,Male,0,490062,-,0.000,0.753
Dengue Virus Infection,Contra Costa,2005,Total,1,1004230,0.100*,0.003,0.555
Dengue Virus Infection,Contra Costa,2006,Female,0,517107,-,0.000,0.713
Dengue Virus Infection,Contra Costa,2006,Male,1,492997,0.203*,0.005,1.130
Dengue Virus Infection,Contra Costa,2006,Total,1,1010104,0.099*,0.003,0.552
Dengue Virus Infection,Contra Costa,2007,Female,1,522750,0.191*,0.005,1.066
Dengue Virus Infection,Contra Costa,2007,Male,0,498501,-,0.000,0.740
Dengue Virus Infection,Contra Costa,2007,Total,1,1021251,0.098*,0.002,0.546
Dengue Virus Infection,Contra Costa,2008,Female,0,528831,-,0.000,0.698
Dengue Virus Infection,Contra Costa,2008,Male,0,504461,-,0.000,0.731
Dengue Virus Infection,Contra Costa,2008,Total,0,1033292,-,0.000,0.357
