"Disease","County","Year","Sex","Cases","Population","Rate","Lower_95__CI","Upper_95__CI"
Typhus Fever,Amador,2013,Total,0,36561,-,0.000,10.089
Typhus Fever,Amador,2014,Female,0,16922,-,0.000,21.797
Typhus Fever,Amador,2014,Male,0,19402,-,0.000,19.011
Typhus Fever,Amador,2014,Total,0,36930,-,0.000,9.988
Typhus Fever,Amador,2015,Female,0,16892,-,0.000,21.836
Typhus Fever,Amador,2015,Male,0,19276,-,0.000,19.135
Typhus Fever,Amador,2015,Total,0,36905,-,0.000,9.995
Typhus Fever,Amador,2016,Female,0,16954,-,0.000,21.756
Typhus Fever,Amador,2016,Male,0,19680,-,0.000,18.743
Typhus Fever,Amador,2016,Total,0,37929,-,0.000,9.725
Typhus Fever,Amador,2017,Female,0,17205,-,0.000,21.438
Typhus Fever,Amador,2017,Male,0,19920,-,0.000,18.517
Typhus Fever,Amador,2017,Total,0,38549,-,0.000,9.569
Typhus Fever,Amador,2018,Female,0,17189,-,0.000,21.458
Typhus Fever,Amador,2018,Male,0,20586,-,0.000,17.918
Typhus Fever,Amador,2018,Total,0,40038,-,0.000,9.213
Typhus Fever,Amador,2019,Female,0,17147,-,0.000,21.511
Typhus Fever,Amador,2019,Male,0,20577,-,0.000,17.926
Typhus Fever,Amador,2019,Total,0,40279,-,0.000,9.158
Typhus Fever,Amador,2020,Female,0,17099,-,0.000,21.571
Typhus Fever,Amador,2020,Male,0,20478,-,0.000,18.012
Typhus Fever,Amador,2020,Total,0,40446,-,0.000,9.120
Typhus Fever,Amador,2021,Female,0,17340,-,0.000,21.272
Typhus Fever,Amador,2021,Male,0,20646,-,0.000,17.866
Typhus Fever,Amador,2021,Total,0,40222,-,0.000,9.171
Typhus Fever,Amador,2022,Female,0,17429,-,0.000,21.163
Typhus Fever,Amador,2022,Male,0,20732,-,0.000,17.792
Typhus Fever,Amador,2022,Total,0,40052,-,0.000,9.210
Typhus Fever,Butte,2001,Female,0,104697,-,0.000,3.523
Typhus Fever,Butte,2001,Male,0,101033,-,0.000,3.651
Typhus Fever,Butte,2001,Total,0,205730,-,0.000,1.793
Typhus Fever,Butte,2002,Female,0,105823,-,0.000,3.486
Typhus Fever,Butte,2002,Male,0,102331,-,0.000,3.605
Typhus Fever,Butte,2002,Total,0,208154,-,0.000,1.772
Typhus Fever,Butte,2003,Female,0,106998,-,0.000,3.448
Typhus Fever,Butte,2003,Male,0,103625,-,0.000,3.560
Typhus Fever,Butte,2003,Total,0,210623,-,0.000,1.751
Typhus Fever,Butte,2004,Female,0,107746,-,0.000,3.424
Typhus Fever,Butte,2004,Male,0,104466,-,0.000,3.531
Typhus Fever,Butte,2004,Total,0,212212,-,0.000,1.738
Typhus Fever,Butte,2005,Female,0,108417,-,0.000,3.402
Typhus Fever,Butte,2005,Male,0,105281,-,0.000,3.504
Typhus Fever,Butte,2005,Total,0,213698,-,0.000,1.726
Typhus Fever,Butte,2006,Female,0,109338,-,0.000,3.374
Typhus Fever,Butte,2006,Male,0,106346,-,0.000,3.469
Typhus Fever,Butte,2006,Total,0,215684,-,0.000,1.710
Typhus Fever,Butte,2007,Female,0,110027,-,0.000,3.353
Typhus Fever,Butte,2007,Male,0,107088,-,0.000,3.445
Typhus Fever,Butte,2007,Total,0,217115,-,0.000,1.699
Typhus Fever,Butte,2008,Female,0,110685,-,0.000,3.333
Typhus Fever,Butte,2008,Male,0,107800,-,0.000,3.422
Typhus Fever,Butte,2008,Total,0,218485,-,0.000,1.688
Typhus Fever,Butte,2009,Female,0,110967,-,0.000,3.324
Typhus Fever,Butte,2009,Male,0,108320,-,0.000,3.405
Typhus Fever,Butte,2009,Total,0,219287,-,0.000,1.682
Typhus Fever,Butte,2010,Female,0,111069,-,0.000,3.321
Typhus Fever,Butte,2010,Male,0,108931,-,0.000,3.386
Typhus Fever,Butte,2010,Total,0,220000,-,0.000,1.677
Typhus Fever,Butte,2011,Female,0,111199,-,0.000,3.317
Typhus Fever,Butte,2011,Male,0,109663,-,0.000,3.364
Typhus Fever,Butte,2011,Total,0,222149,-,0.000,1.661
Typhus Fever,Butte,2012,Female,0,111662,-,0.000,3.304
Typhus Fever,Butte,2012,Male,0,110334,-,0.000,3.343
Typhus Fever,Butte,2012,Total,0,224316,-,0.000,1.644
Typhus Fever,Butte,2013,Female,0,111693,-,0.000,3.303
Typhus Fever,Butte,2013,Male,0,110501,-,0.000,3.338
Typhus Fever,Butte,2013,Total,0,225544,-,0.000,1.636
Typhus Fever,Butte,2014,Female,0,112219,-,0.000,3.287
Typhus Fever,Butte,2014,Male,0,111230,-,0.000,3.316
Typhus Fever,Butte,2014,Total,0,227830,-,0.000,1.619
Typhus Fever,Butte,2015,Female,0,112414,-,0.000,3.281
Typhus Fever,Butte,2015,Male,0,111609,-,0.000,3.305
Typhus Fever,Butte,2015,Total,0,229359,-,0.000,1.608
Typhus Fever,Butte,2016,Female,0,112491,-,0.000,3.279
Typhus Fever,Butte,2016,Male,0,111895,-,0.000,3.297
Typhus Fever,Butte,2016,Total,0,230681,-,0.000,1.599
Typhus Fever,Butte,2017,Female,0,113062,-,0.000,3.263
Typhus Fever,Butte,2017,Male,0,112772,-,0.000,3.271
Typhus Fever,Butte,2017,Total,0,233080,-,0.000,1.583
Typhus Fever,Butte,2018,Female,0,113297,-,0.000,3.256
Typhus Fever,Butte,2018,Male,0,113143,-,0.000,3.260
Typhus Fever,Butte,2018,Total,0,234627,-,0.000,1.572
Typhus Fever,Butte,2019,Female,0,107272,-,0.000,3.439
Typhus Fever,Butte,2019,Male,0,107260,-,0.000,3.439
Typhus Fever,Butte,2019,Total,0,226714,-,0.000,1.627
Typhus Fever,Butte,2020,Female,0,103114,-,0.000,3.577
Typhus Fever,Butte,2020,Male,0,103248,-,0.000,3.573
Typhus Fever,Butte,2020,Total,0,210426,-,0.000,1.753
Typhus Fever,Butte,2021,Female,0,113312,-,0.000,3.255
Typhus Fever,Butte,2021,Male,0,113598,-,0.000,3.247
Typhus Fever,Butte,2021,Total,0,206694,-,0.000,1.785
Typhus Fever,Butte,2022,Female,0,113537,-,0.000,3.249
Typhus Fever,Butte,2022,Male,0,114199,-,0.000,3.230
Typhus Fever,Butte,2022,Total,0,206932,-,0.000,1.783
Typhus Fever,Calaveras,2001,Female,0,20794,-,0.000,17.738
Typhus Fever,Calaveras,2001,Male,0,20634,-,0.000,17.876
Typhus Fever,Calaveras,2001,Total,0,41428,-,0.000,8.904
Typhus Fever,Calaveras,2002,Female,0,21136,-,0.000,17.452
Typhus Fever,Calaveras,2002,Male,0,20983,-,0.000,17.579
Typhus Fever,Calaveras,2002,Total,0,42119,-,0.000,8.758
Typhus Fever,Calaveras,2003,Female,0,21655,-,0.000,17.033
Typhus Fever,Calaveras,2003,Male,0,21531,-,0.000,17.132
Typhus Fever,Calaveras,2003,Total,0,43186,-,0.000,8.541
Typhus Fever,Calaveras,2004,Female,0,22015,-,0.000,16.755
Typhus Fever,Calaveras,2004,Male,0,21909,-,0.000,16.836
Typhus Fever,Calaveras,2004,Total,0,43924,-,0.000,8.398
Typhus Fever,Calaveras,2005,Female,0,22427,-,0.000,16.447
Typhus Fever,Calaveras,2005,Male,0,22346,-,0.000,16.507
Typhus Fever,Calaveras,2005,Total,0,44773,-,0.000,8.239
Typhus Fever,Calaveras,2006,Female,0,22693,-,0.000,16.254
Typhus Fever,Calaveras,2006,Male,0,22623,-,0.000,16.305
Typhus Fever,Calaveras,2006,Total,0,45316,-,0.000,8.140
Typhus Fever,Calaveras,2007,Female,0,22842,-,0.000,16.148
Typhus Fever,Calaveras,2007,Male,0,22796,-,0.000,16.181
Typhus Fever,Calaveras,2007,Total,0,45638,-,0.000,8.083
Typhus Fever,Calaveras,2008,Female,0,22864,-,0.000,16.133
Typhus Fever,Calaveras,2008,Male,0,22838,-,0.000,16.151
Typhus Fever,Calaveras,2008,Total,0,45702,-,0.000,8.071
Typhus Fever,Calaveras,2009,Female,0,22797,-,0.000,16.180
Typhus Fever,Calaveras,2009,Male,0,22765,-,0.000,16.203
Typhus Fever,Calaveras,2009,Total,0,45562,-,0.000,8.096
Typhus Fever,Calaveras,2010,Female,0,22756,-,0.000,16.209
Typhus Fever,Calaveras,2010,Male,0,22822,-,0.000,16.162
Typhus Fever,Calaveras,2010,Total,0,45578,-,0.000,8.093
Typhus Fever,Calaveras,2011,Female,0,22647,-,0.000,16.287
Typhus Fever,Calaveras,2011,Male,0,22752,-,0.000,16.212
Typhus Fever,Calaveras,2011,Total,0,45519,-,0.000,8.104
Typhus Fever,Calaveras,2012,Female,0,22623,-,0.000,16.305
Typhus Fever,Calaveras,2012,Male,0,22673,-,0.000,16.269
Typhus Fever,Calaveras,2012,Total,0,45512,-,0.000,8.105
Typhus Fever,Calaveras,2013,Female,0,22497,-,0.000,16.396
Typhus Fever,Calaveras,2013,Male,0,22620,-,0.000,16.307
Typhus Fever,Calaveras,2013,Total,0,45429,-,0.000,8.120
Typhus Fever,Calaveras,2014,Female,0,22477,-,0.000,16.410
Typhus Fever,Calaveras,2014,Male,0,22537,-,0.000,16.367
Typhus Fever,Calaveras,2014,Total,0,45423,-,0.000,8.121
Typhus Fever,Calaveras,2015,Female,0,22447,-,0.000,16.432
Typhus Fever,Calaveras,2015,Male,0,22460,-,0.000,16.423
Typhus Fever,Calaveras,2015,Total,0,45414,-,0.000,8.122
Typhus Fever,Calaveras,2016,Female,0,22397,-,0.000,16.469
Typhus Fever,Calaveras,2016,Male,0,22366,-,0.000,16.492
Typhus Fever,Calaveras,2016,Total,0,45365,-,0.000,8.131
Typhus Fever,Calaveras,2017,Female,0,22374,-,0.000,16.486
Typhus Fever,Calaveras,2017,Male,0,22282,-,0.000,16.554
Typhus Fever,Calaveras,2017,Total,0,45354,-,0.000,8.133
Typhus Fever,Calaveras,2018,Female,0,22361,-,0.000,16.496
Typhus Fever,Calaveras,2018,Male,0,22211,-,0.000,16.607
Typhus Fever,Calaveras,2018,Total,0,45365,-,0.000,8.131
Typhus Fever,Calaveras,2019,Female,0,22293,-,0.000,16.546
Typhus Fever,Calaveras,2019,Male,0,22110,-,0.000,16.683
Typhus Fever,Calaveras,2019,Total,0,45285,-,0.000,8.146
Typhus Fever,Calaveras,2020,Female,0,22244,-,0.000,16.582
Typhus Fever,Calaveras,2020,Male,0,22042,-,0.000,16.734
Typhus Fever,Calaveras,2020,Total,0,45277,-,0.000,8.147
Typhus Fever,Calaveras,2021,Female,0,22176,-,0.000,16.633
Typhus Fever,Calaveras,2021,Male,0,21977,-,0.000,16.784
Typhus Fever,Calaveras,2021,Total,0,45013,-,0.000,8.195
Typhus Fever,Calaveras,2022,Female,0,22255,-,0.000,16.574
Typhus Fever,Calaveras,2022,Male,0,21895,-,0.000,16.847
Typhus Fever,Calaveras,2022,Total,0,44833,-,0.000,8.228
Typhus Fever,California,2001,Female,7,17339700,0.040*,0.016,0.083
Typhus Fever,California,2001,Male,6,17173042,0.035*,0.013,0.076
Typhus Fever,California,2001,Total,13,34512742,0.038*,0.020,0.064
Typhus Fever,California,2002,Female,7,17554666,0.040*,0.016,0.082
Typhus Fever,California,2002,Male,8,17383624,0.046*,0.020,0.091
Typhus Fever,California,2002,Total,15,34938290,0.043*,0.024,0.071
Typhus Fever,California,2003,Female,6,17782868,0.034*,0.012,0.073
Typhus Fever,California,2003,Male,12,17606060,0.068*,0.035,0.119
Typhus Fever,California,2003,Total,18,35388928,0.051*,0.030,0.080
Typhus Fever,California,2004,Female,7,17968347,0.039*,0.016,0.080
Typhus Fever,California,2004,Male,3,17784418,0.017*,0.003,0.049
Typhus Fever,California,2004,Total,11,35752765,0.031*,0.015,0.055
Typhus Fever,California,2005,Female,6,18087299,0.033*,0.012,0.072
Typhus Fever,California,2005,Male,4,17898283,0.022*,0.006,0.057
Typhus Fever,California,2005,Total,10,35985582,0.028*,0.013,0.051
Typhus Fever,California,2006,Female,10,18219378,0.055*,0.026,0.101
Typhus Fever,California,2006,Male,10,18027444,0.055*,0.027,0.102
Typhus Fever,California,2006,Total,20,36246822,0.055,0.034,0.085
Typhus Fever,California,2007,Female,14,18372905,0.076*,0.042,0.128
Typhus Fever,California,2007,Male,11,18179624,0.061*,0.030,0.108
Typhus Fever,California,2007,Total,25,36552529,0.068,0.044,0.101
Typhus Fever,California,2008,Female,7,18525551,0.038*,0.015,0.078
Typhus Fever,California,2008,Male,7,18330671,0.038*,0.015,0.079
Typhus Fever,California,2008,Total,14,36856222,0.038*,0.021,0.064
Typhus Fever,California,2009,Female,11,18632980,0.059*,0.029,0.106
Typhus Fever,California,2009,Male,15,18444224,0.081*,0.046,0.134
Typhus Fever,California,2009,Total,26,37077204,0.070,0.046,0.103
Typhus Fever,California,2010,Female,22,18736126,0.117,0.074,0.178
Typhus Fever,California,2010,Male,19,18517830,0.103,0.062,0.160
Typhus Fever,California,2010,Total,41,37253956,0.110,0.079,0.149
Typhus Fever,California,2011,Female,22,18947379,0.116,0.073,0.176
Typhus Fever,California,2011,Male,28,18774089,0.149,0.099,0.216
Typhus Fever,California,2011,Total,50,37703593,0.133,0.098,0.175
Typhus Fever,California,2012,Female,37,19126408,0.193,0.136,0.267
Typhus Fever,California,2012,Male,41,18961601,0.216,0.155,0.293
Typhus Fever,California,2012,Total,78,38055785,0.205,0.162,0.256
Typhus Fever,California,2013,Female,46,19265658,0.239,0.175,0.318
Typhus Fever,California,2013,Male,62,19123516,0.324,0.249,0.416
Typhus Fever,California,2013,Total,108,38342642,0.282,0.231,0.340
Typhus Fever,California,2014,Female,33,19414008,0.170,0.117,0.239
Typhus Fever,California,2014,Male,35,19291634,0.181,0.126,0.252
Typhus Fever,California,2014,Total,68,38644802,0.176,0.137,0.223
Typhus Fever,California,2015,Female,33,19556518,0.169,0.116,0.237
Typhus Fever,California,2015,Male,48,19450603,0.247,0.182,0.327
Typhus Fever,California,2015,Total,81,38913507,0.208,0.165,0.259
Typhus Fever,California,2016,Female,43,19673910,0.219,0.158,0.294
Typhus Fever,California,2016,Male,52,19580429,0.266,0.198,0.348
Typhus Fever,California,2016,Total,95,39127855,0.243,0.196,0.297
Typhus Fever,California,2017,Female,45,19785886,0.227,0.166,0.304
Typhus Fever,California,2017,Male,53,19702544,0.269,0.202,0.352
Typhus Fever,California,2017,Total,98,39328926,0.249,0.202,0.304
Typhus Fever,California,2018,Female,62,19870897,0.312,0.239,0.400
Typhus Fever,California,2018,Male,103,19799452,0.520,0.425,0.631
Typhus Fever,California,2018,Total,165,39476064,0.418,0.357,0.487
Typhus Fever,California,2019,Female,54,19914771,0.271,0.204,0.354
Typhus Fever,California,2019,Male,85,19846424,0.428,0.342,0.530
Typhus Fever,California,2019,Total,139,39529566,0.352,0.296,0.415
Typhus Fever,California,2020,Female,50,19930863,0.251,0.186,0.331
Typhus Fever,California,2020,Male,58,19851556,0.292,0.222,0.378
Typhus Fever,California,2020,Total,108,39520071,0.273,0.224,0.330
Typhus Fever,California,2021,Female,83,20015046,0.415,0.330,0.514
Typhus Fever,California,2021,Male,127,19938223,0.637,0.531,0.758
Typhus Fever,California,2021,Total,210,39239553,0.535,0.465,0.613
Typhus Fever,California,2022,Female,95,20104681,0.473,0.382,0.578
Typhus Fever,California,2022,Male,121,20041322,0.604,0.501,0.721
Typhus Fever,California,2022,Total,216,39028571,0.553,0.482,0.632
Typhus Fever,Colusa,2001,Female,0,9370,-,0.000,39.361
Typhus Fever,Colusa,2001,Male,0,9698,-,0.000,38.031
Typhus Fever,Colusa,2001,Total,0,19068,-,0.000,19.344
Typhus Fever,Colusa,2002,Female,0,9515,-,0.000,38.761
Typhus Fever,Colusa,2002,Male,0,9876,-,0.000,37.346
Typhus Fever,Colusa,2002,Total,0,19391,-,0.000,19.022
Typhus Fever,Colusa,2003,Female,0,9661,-,0.000,38.175
Typhus Fever,Colusa,2003,Male,0,10024,-,0.000,36.794
Typhus Fever,Colusa,2003,Total,0,19685,-,0.000,18.738
Typhus Fever,Colusa,2004,Female,0,9891,-,0.000,37.288
Typhus Fever,Colusa,2004,Male,0,10293,-,0.000,35.833
Typhus Fever,Colusa,2004,Total,0,20184,-,0.000,18.275
Typhus Fever,Colusa,2005,Female,0,10072,-,0.000,36.619
Typhus Fever,Colusa,2005,Male,0,10493,-,0.000,35.149
Typhus Fever,Colusa,2005,Total,0,20565,-,0.000,17.936
Typhus Fever,Colusa,2006,Female,0,10228,-,0.000,36.061
Typhus Fever,Colusa,2006,Male,0,10665,-,0.000,34.582
Typhus Fever,Colusa,2006,Total,0,20893,-,0.000,17.654
Typhus Fever,Colusa,2007,Female,0,10337,-,0.000,35.680
Typhus Fever,Colusa,2007,Male,0,10782,-,0.000,34.207
Typhus Fever,Colusa,2007,Total,0,21119,-,0.000,17.466
Typhus Fever,Colusa,2008,Female,0,10363,-,0.000,35.589
Typhus Fever,Colusa,2008,Male,0,10809,-,0.000,34.123
Typhus Fever,Colusa,2008,Total,0,21172,-,0.000,17.422
Typhus Fever,Colusa,2009,Female,0,10373,-,0.000,35.557
Typhus Fever,Colusa,2009,Male,0,10897,-,0.000,33.845
Typhus Fever,Colusa,2009,Total,0,21270,-,0.000,17.342
Typhus Fever,Colusa,2010,Female,0,10407,-,0.000,35.440
Typhus Fever,Colusa,2010,Male,0,11012,-,0.000,33.493
Typhus Fever,Colusa,2010,Total,0,21419,-,0.000,17.221
Typhus Fever,Colusa,2011,Female,0,10393,-,0.000,35.488
Typhus Fever,Colusa,2011,Male,0,10999,-,0.000,33.533
Typhus Fever,Colusa,2011,Total,0,21356,-,0.000,17.272
Typhus Fever,Colusa,2012,Female,0,10438,-,0.000,35.335
Typhus Fever,Colusa,2012,Male,0,11033,-,0.000,33.429
Typhus Fever,Colusa,2012,Total,0,21406,-,0.000,17.231
Typhus Fever,Colusa,2013,Female,0,10461,-,0.000,35.257
Typhus Fever,Colusa,2013,Male,0,11096,-,0.000,33.240
Typhus Fever,Colusa,2013,Total,0,21464,-,0.000,17.185
Typhus Fever,Colusa,2014,Female,0,10447,-,0.000,35.304
Typhus Fever,Colusa,2014,Male,0,11089,-,0.000,33.261
Typhus Fever,Colusa,2014,Total,0,21414,-,0.000,17.225
Typhus Fever,Colusa,2015,Female,0,10497,-,0.000,35.136
Typhus Fever,Colusa,2015,Male,0,11115,-,0.000,33.183
Typhus Fever,Colusa,2015,Total,0,21455,-,0.000,17.192
Typhus Fever,Colusa,2016,Female,0,10604,-,0.000,34.782
Typhus Fever,Colusa,2016,Male,0,11266,-,0.000,32.738
Typhus Fever,Colusa,2016,Total,0,21677,-,0.000,17.016
Typhus Fever,Colusa,2017,Female,0,10694,-,0.000,34.489
Typhus Fever,Colusa,2017,Male,0,11327,-,0.000,32.562
Typhus Fever,Colusa,2017,Total,0,21792,-,0.000,16.926
Typhus Fever,Colusa,2018,Female,0,10648,-,0.000,34.638
Typhus Fever,Colusa,2018,Male,0,11310,-,0.000,32.611
Typhus Fever,Colusa,2018,Total,0,21690,-,0.000,17.006
Typhus Fever,Colusa,2019,Female,0,10687,-,0.000,34.511
Typhus Fever,Colusa,2019,Male,0,11358,-,0.000,32.473
Typhus Fever,Colusa,2019,Total,0,21745,-,0.000,16.963
Typhus Fever,Colusa,2020,Female,0,10736,-,0.000,34.354
Typhus Fever,Colusa,2020,Male,0,11339,-,0.000,32.527
Typhus Fever,Colusa,2020,Total,0,21777,-,0.000,16.938
Typhus Fever,Colusa,2021,Female,0,11100,-,0.000,33.228
Typhus Fever,Colusa,2021,Male,0,11686,-,0.000,31.562
Typhus Fever,Colusa,2021,Total,0,21867,-,0.000,16.868
Typhus Fever,Colusa,2022,Female,0,11120,-,0.000,33.168
Typhus Fever,Colusa,2022,Male,0,11752,-,0.000,31.384
Typhus Fever,Colusa,2022,Total,0,21923,-,0.000,16.825
Typhus Fever,Contra Costa,2001,Female,0,497442,-,0.000,0.742
Typhus Fever,Contra Costa,2001,Male,0,473054,-,0.000,0.780
Typhus Fever,Contra Costa,2001,Total,0,970496,-,0.000,0.380
Typhus Fever,Contra Costa,2002,Female,0,501572,-,0.000,0.735
Typhus Fever,Contra Costa,2002,Male,0,477223,-,0.000,0.773
Typhus Fever,Contra Costa,2002,Total,0,978795,-,0.000,0.377
Typhus Fever,Contra Costa,2003,Female,0,507028,-,0.000,0.728
Typhus Fever,Contra Costa,2003,Male,0,482677,-,0.000,0.764
Typhus Fever,Contra Costa,2003,Total,0,989705,-,0.000,0.373
Typhus Fever,Contra Costa,2004,Female,0,511239,-,0.000,0.722
Typhus Fever,Contra Costa,2004,Male,0,486962,-,0.000,0.758
Typhus Fever,Contra Costa,2004,Total,0,998201,-,0.000,0.370
Typhus Fever,Contra Costa,2005,Female,0,514168,-,0.000,0.717
Typhus Fever,Contra Costa,2005,Male,0,490062,-,0.000,0.753
Typhus Fever,Contra Costa,2005,Total,0,1004230,-,0.000,0.367
Typhus Fever,Contra Costa,2006,Female,0,517107,-,0.000,0.713
Typhus Fever,Contra Costa,2006,Male,0,492997,-,0.000,0.748
Typhus Fever,Contra Costa,2006,Total,0,1010104,-,0.000,0.365
Typhus Fever,Contra Costa,2007,Female,0,522750,-,0.000,0.706
Typhus Fever,Contra Costa,2007,Male,0,498501,-,0.000,0.740
Typhus Fever,Contra Costa,2007,Total,0,1021251,-,0.000,0.361
Typhus Fever,Contra Costa,2008,Female,0,528831,-,0.000,0.698
Typhus Fever,Contra Costa,2008,Male,0,504461,-,0.000,0.731
Typhus Fever,Contra Costa,2008,Total,0,1033292,-,0.000,0.357
Typhus Fever,Contra Costa,2009,Female,0,533877,-,0.000,0.691
Typhus Fever,Contra Costa,2009,Male,0,509624,-,0.000,0.724
Typhus Fever,Contra Costa,2009,Total,0,1043501,-,0.000,0.354
Typhus Fever,Contra Costa,2010,Female,0,537499,-,0.000,0.686
Typhus Fever,Contra Costa,2010,Male,0,511526,-,0.000,0.721
Typhus Fever,Contra Costa,2010,Total,0,1049025,-,0.000,0.352
Typhus Fever,Contra Costa,2011,Female,0,545315,-,0.000,0.676
Typhus Fever,Contra Costa,2011,Male,0,520607,-,0.000,0.709
Typhus Fever,Contra Costa,2011,Total,0,1068330,-,0.000,0.345
Typhus Fever,Contra Costa,2012,Female,0,551189,-,0.000,0.669
Typhus Fever,Contra Costa,2012,Male,0,526983,-,0.000,0.700
Typhus Fever,Contra Costa,2012,Total,0,1082513,-,0.000,0.341
Typhus Fever,Contra Costa,2013,Female,0,557823,-,0.000,0.661
Typhus Fever,Contra Costa,2013,Male,1,534086,0.187*,0.005,1.043
Typhus Fever,Contra Costa,2013,Total,1,1098192,0.091*,0.002,0.507
Typhus Fever,Contra Costa,2014,Female,0,563776,-,0.000,0.654
Typhus Fever,Contra Costa,2014,Male,1,540729,0.185*,0.005,1.030
Typhus Fever,Contra Costa,2014,Total,1,1112733,0.090*,0.002,0.501
Typhus Fever,Contra Costa,2015,Female,0,570391,-,0.000,0.647
Typhus Fever,Contra Costa,2015,Male,0,548271,-,0.000,0.673
Typhus Fever,Contra Costa,2015,Total,0,1128317,-,0.000,0.327
Typhus Fever,Contra Costa,2016,Female,0,576046,-,0.000,0.640
Typhus Fever,Contra Costa,2016,Male,0,554483,-,0.000,0.665
Typhus Fever,Contra Costa,2016,Total,0,1141566,-,0.000,0.323
Typhus Fever,Contra Costa,2017,Female,0,579092,-,0.000,0.637
Typhus Fever,Contra Costa,2017,Male,0,557955,-,0.000,0.661
Typhus Fever,Contra Costa,2017,Total,0,1149457,-,0.000,0.321
Typhus Fever,Contra Costa,2018,Female,0,582539,-,0.000,0.633
Typhus Fever,Contra Costa,2018,Male,0,561779,-,0.000,0.657
Typhus Fever,Contra Costa,2018,Total,0,1158017,-,0.000,0.319
Typhus Fever,Contra Costa,2019,Female,0,583856,-,0.000,0.632
Typhus Fever,Contra Costa,2019,Male,1,563413,0.177*,0.004,0.989
Typhus Fever,Contra Costa,2019,Total,1,1162287,0.086*,0.002,0.479
Typhus Fever,Contra Costa,2020,Female,0,585070,-,0.000,0.631
Typhus Fever,Contra Costa,2020,Male,1,564730,0.177*,0.004,0.987
Typhus Fever,Contra Costa,2020,Total,1,1165556,0.086*,0.002,0.478
Typhus Fever,Contra Costa,2021,Female,0,589830,-,0.000,0.625
Typhus Fever,Contra Costa,2021,Male,0,569677,-,0.000,0.648
Typhus Fever,Contra Costa,2021,Total,0,1160418,-,0.000,0.318
Typhus Fever,Contra Costa,2022,Female,0,594162,-,0.000,0.621
Typhus Fever,Contra Costa,2022,Male,0,574132,-,0.000,0.643
Typhus Fever,Contra Costa,2022,Total,0,1149586,-,0.000,0.321
Typhus Fever,Del Norte,2001,Female,0,12253,-,0.000,30.101
Typhus Fever,Del Norte,2001,Male,0,15165,-,0.000,24.322
Typhus Fever,Del Norte,2001,Total,0,27418,-,0.000,13.453
Typhus Fever,Del Norte,2002,Female,0,12338,-,0.000,29.894
Typhus Fever,Del Norte,2002,Male,0,15277,-,0.000,24.144
Typhus Fever,Del Norte,2002,Total,0,27615,-,0.000,13.357
Typhus Fever,Del Norte,2003,Female,0,12453,-,0.000,29.618
Typhus Fever,Del Norte,2003,Male,0,15418,-,0.000,23.923
Typhus Fever,Del Norte,2003,Total,0,27871,-,0.000,13.235
Typhus Fever,Del Norte,2004,Female,0,12587,-,0.000,29.303
Typhus Fever,Del Norte,2004,Male,0,15600,-,0.000,23.643
Typhus Fever,Del Norte,2004,Total,0,28187,-,0.000,13.086
Typhus Fever,Del Norte,2005,Female,0,12649,-,0.000,29.160
Typhus Fever,Del Norte,2005,Male,0,15666,-,0.000,23.544
Typhus Fever,Del Norte,2005,Total,0,28315,-,0.000,13.027
Typhus Fever,Del Norte,2006,Female,0,12635,-,0.000,29.192
Typhus Fever,Del Norte,2006,Male,0,15641,-,0.000,23.581
Typhus Fever,Del Norte,2006,Total,0,28276,-,0.000,13.045
Typhus Fever,Del Norte,2007,Female,0,12697,-,0.000,29.048
Typhus Fever,Del Norte,2007,Male,0,15783,-,0.000,23.370
Typhus Fever,Del Norte,2007,Total,0,28480,-,0.000,12.952
Typhus Fever,Del Norte,2008,Female,0,12739,-,0.000,28.952
Typhus Fever,Del Norte,2008,Male,0,15832,-,0.000,23.298
Typhus Fever,Del Norte,2008,Total,0,28571,-,0.000,12.910
Typhus Fever,Del Norte,2009,Female,0,12720,-,0.000,28.995
Typhus Fever,Del Norte,2009,Male,0,15839,-,0.000,23.288
Typhus Fever,Del Norte,2009,Total,0,28559,-,0.000,12.916
Typhus Fever,Del Norte,2010,Female,0,12703,-,0.000,29.035
Typhus Fever,Del Norte,2010,Male,0,15907,-,0.000,23.188
Typhus Fever,Del Norte,2010,Total,0,28610,-,0.000,12.893
Typhus Fever,Del Norte,2011,Female,0,12505,-,0.000,29.495
Typhus Fever,Del Norte,2011,Male,0,15691,-,0.000,23.507
Typhus Fever,Del Norte,2011,Total,0,28261,-,0.000,13.052
