row_index,site_id,fips
1493,0903986,06079
1494,0904343,06057
1495,0904481,15003
1496,0904596,06005
1497,0904786,06095
1498,0904837,06037
1499,0904950,06037
1500,0905049,04025
1501,0905334,06001
1502,0905346,06069
1503,0905902,06037
1504,0905945,06071
1505,1000017,02090
1506,1000073,02020
1507,1000082,02090
1508,1000110,02090
1509,1000128,02016
1510,1000155,02020
1511,1000174,16055
1512,1000190,16029
1513,1000195,16079
1514,1000201,16005
1515,1000213,16029
1516,1000219,16005
1517,1000236,16085
1518,1000256,16059
1519,1000302,16039
1520,1000305,16023
1521,1000339,41051
1522,1000361,41071
1523,1000362,41003
1524,1000370,41065
1525,1000373,41051
1526,1000383,41051
1527,1000421,41043
1528,1000424,41065
1529,1000438,41063
1530,1000455,41051
1531,1000527,41005
1532,1000546,41049
1533,1000551,53063
1534,1000557,53063
1535,1000559,53077
1536,1000579,53063
1537,1000590,53073
1538,1000597,53011
1539,1000611,53033
1540,1000612,53035
1541,1000614,53033
1542,1000662,53033
1543,1000682,53073
1544,1000705,53077
1545,1000736,53053
1546,1000744,53011
1547,1000753,53041
1548,1000824,53053
1549,1000830,53063
1550,1000835,53033
1551,1000836,53063
1552,1000845,53063
1553,1000850,53063
1554,1000851,53033
1555,1000875,53033
1556,1000878,53061
1557,1000948,53047
1558,1000949,53033
1559,1000961,53011
1560,1000979,53053
1561,1000981,53053
1562,1000995,53053
1563,1001003,53073
1564,1001030,53041
1565,1001070,53065
1566,1001074,53063
1567,1001090,53063
1568,1001102,53035
1569,1001105,53005
1570,1001106,53011
1571,1001107,53035
1572,1001111,53005
1573,1001113,53035
1574,1001114,53005
1575,1001117,53031
1576,1001118,53005
1577,1001121,53035
1578,1001122,53029
1579,1001123,53059
1580,1001127,53029
1581,1001131,53053
1582,1001133,53053
1583,1001134,53035
1584,1001137,53053
1585,1001139,53063
1586,1001146,02090
1587,1001206,53035
1588,1001249,53025
1589,1001308,16077
1590,1001371,53011
1591,1001455,02020
1592,1001508,41037
1593,1001733,53011
1594,1001761,53067
1595,1001865,41039
1596,1002020,53033
1597,1002095,16009
1598,1002155,41051
1599,1002171,53065
1600,1002174,53041
1601,1002476,41035
1602,1002616,41019
1603,1002655,53033
1604,1002857,53009
1605,1002907,53035
